train/ent_coef_loss,train/actor_loss,rollout/success_rate,time/episodes,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean
1.8818949460983276,12.669421195983887,0.97,700,1229,2.0052719116210938,14482,14583,0.0003,0.04316061735153198,7.4,11,-6.43
1.7740412950515747,11.957470893859863,0.98,704,1234,1.9014408588409424,14541,14642,0.0003,0.04363108426332474,7.34,11,-6.36
1.3706728219985962,11.499452590942383,0.98,708,1235,1.4717531204223633,14557,14658,0.0003,0.0437663197517395,7.37,11,-6.39
2.469538688659668,11.758683204650879,0.98,712,1237,1.809549331665039,14581,14682,0.0003,0.043944381177425385,7.48,11,-6.5
2.6101150512695312,11.58417797088623,0.98,716,1238,1.799976110458374,14597,14698,0.0003,0.04409300163388252,7.41,11,-6.43
2.4993977546691895,11.608081817626953,0.98,720,1239,2.064818859100342,14610,14711,0.0003,0.044218119233846664,7.27,11,-6.29
1.4721404314041138,11.803979873657227,0.98,724,1240,1.4628255367279053,14630,14731,0.0003,0.044404152780771255,6.99,11,-6.01
1.0571519136428833,11.769793510437012,0.98,728,1242,1.850996971130371,14656,14757,0.0003,0.04460102319717407,6.99,11,-6.01
1.5391061305999756,11.678130149841309,0.98,732,1243,1.4164834022521973,14670,14771,0.0003,0.04470207169651985,6.93,11,-5.95
0.6430301070213318,10.612141609191895,0.99,736,1245,1.855971336364746,14699,14800,0.0003,0.04494859278202057,6.55,11,-5.56
1.553322196006775,11.54809856414795,0.99,740,1246,1.5667798519134521,14716,14817,0.0003,0.0450655035674572,6.57,11,-5.58
0.9194515347480774,11.938679695129395,0.99,744,1248,1.1397652626037598,14740,14841,0.0003,0.04520290717482567,6.65,11,-5.66
2.199793815612793,11.299806594848633,0.99,748,1250,1.3808062076568604,14766,14867,0.0003,0.04539559409022331,6.65,11,-5.66
1.000899314880371,10.756294250488281,0.99,752,1251,1.599662184715271,14782,14883,0.0003,0.04552573338150978,6.7,11,-5.71
0.7847928404808044,10.794736862182617,0.99,756,1253,1.4554585218429565,14802,14903,0.0003,0.04564877972006798,6.67,11,-5.68
0.36510682106018066,10.838275909423828,0.99,760,1255,1.4453761577606201,14823,14924,0.0003,0.04576180502772331,6.61,11,-5.62
1.88303804397583,11.516999244689941,0.99,764,1256,1.027095079421997,14837,14938,0.0003,0.045837223529815674,6.47,11,-5.48
1.18584406375885,11.271913528442383,1.0,768,1257,1.7813316583633423,14855,14956,0.0003,0.04595828428864479,6.03,11,-5.03
1.8675742149353027,10.848991394042969,1.0,772,1259,1.223623275756836,14869,14970,0.0003,0.04605766385793686,5.91,11,-4.91
1.0956612825393677,11.52657699584961,1.0,776,1260,1.9737160205841064,14883,14984,0.0003,0.04617127403616905,5.79,11,-4.79
0.6882627010345459,11.085944175720215,1.0,780,1261,1.0366449356079102,14898,14999,0.0003,0.04625663161277771,5.45,11,-4.45
0.8790721893310547,11.27468204498291,1.0,784,1262,1.2014880180358887,14917,15018,0.0003,0.0463462695479393,5.43,11,-4.43
1.84077787399292,11.406341552734375,1.0,788,1263,1.9491069316864014,14933,15034,0.0003,0.04641732946038246,5.28,11,-4.28
0.5639393329620361,11.125452041625977,1.0,792,1264,1.6137466430664062,14945,15046,0.0003,0.046490628272295,5.16,11,-4.16
0.7144911885261536,11.150932312011719,1.0,796,1265,1.1953954696655273,14959,15060,0.0003,0.046563807874917984,5.15,11,-4.15
0.22068637609481812,10.199951171875,1.0,800,1267,1.5068638324737549,14977,15078,0.0003,0.046664219349622726,4.95,11,-3.95
1.0067658424377441,10.51824951171875,1.0,804,1268,1.296726942062378,14993,15094,0.0003,0.0467485710978508,4.52,11,-3.52
0.23998814821243286,10.563644409179688,1.0,808,1269,1.4037212133407593,15006,15107,0.0003,0.046827953308820724,4.49,11,-3.49
0.06027078628540039,10.29507827758789,1.0,812,1270,1.542637586593628,15024,15125,0.0003,0.04694259539246559,4.43,11,-3.43
0.3767036199569702,10.529438972473145,1.0,816,1271,1.092728614807129,15037,15138,0.0003,0.047014594078063965,4.4,11,-3.4
0.35134273767471313,10.415278434753418,1.0,820,1273,1.487215280532837,15050,15151,0.0003,0.047104813158512115,4.4,11,-3.4
0.6312879323959351,10.142562866210938,1.0,824,1275,1.5299804210662842,15069,15170,0.0003,0.047228164970874786,4.39,11,-3.39
1.9318736791610718,10.213744163513184,1.0,828,1276,2.1398580074310303,15090,15191,0.0003,0.047339554876089096,4.34,11,-3.34
0.5714144110679626,10.788246154785156,1.0,832,1277,1.440962553024292,15105,15206,0.0003,0.0474335178732872,4.35,11,-3.35
1.4397997856140137,10.218563079833984,1.0,836,1279,0.8455448150634766,15121,15222,0.0003,0.04752874746918678,4.22,11,-3.22
0.5010771751403809,9.940672874450684,1.0,840,1280,1.6254818439483643,15134,15235,0.0003,0.04761209711432457,4.18,11,-3.18
0.6987408399581909,10.445237159729004,1.0,844,1282,1.5638036727905273,15157,15258,0.0003,0.047715961933135986,4.17,11,-3.17
1.3247789144515991,10.644323348999023,1.0,848,1283,1.754683494567871,15172,15273,0.0003,0.047783106565475464,4.06,11,-3.06
0.2800790071487427,10.598814010620117,1.0,852,1285,1.5534075498580933,15187,15288,0.0003,0.04785730689764023,4.05,11,-3.05
0.3140786290168762,9.904607772827148,1.0,856,1285,0.7910029888153076,15196,15297,0.0003,0.04789109155535698,3.94,11,-2.94
-0.09553150087594986,10.543303489685059,1.0,860,1288,1.921464204788208,15216,15317,0.0003,0.04795929789543152,3.93,11,-2.93
0.11030090600252151,10.202704429626465,1.0,864,1290,1.208928108215332,15237,15338,0.0003,0.0480148084461689,4.0,11,-3.0
-1.0713233947753906,9.458887100219727,1.0,868,1291,1.3944284915924072,15251,15352,0.0003,0.04804989695549011,3.96,11,-2.96
0.6311356425285339,10.3563871383667,1.0,872,1292,0.648987889289856,15270,15371,0.0003,0.04806967452168465,4.01,11,-3.01
-0.42642050981521606,10.133293151855469,1.0,876,1294,1.1655365228652954,15286,15387,0.0003,0.04808836802840233,4.03,11,-3.03
0.6434985399246216,9.692559242248535,1.0,880,1296,0.9991755485534668,15300,15401,0.0003,0.04810760170221329,4.02,11,-3.02
-0.1266389787197113,9.433454513549805,1.0,884,1298,1.3200812339782715,15320,15421,0.0003,0.04816509783267975,4.03,11,-3.03
0.5740500688552856,9.577394485473633,1.0,888,1300,1.4858603477478027,15337,15438,0.0003,0.04819006845355034,4.04,11,-3.04
0.7563149929046631,8.588958740234375,1.0,892,1303,1.0472681522369385,15349,15450,0.0003,0.04822294041514397,4.04,11,-3.04
-0.0036718249320983887,9.517809867858887,1.0,896,1304,1.1625897884368896,15362,15463,0.0003,0.04827974736690521,4.03,11,-3.03
0.850499153137207,9.458215713500977,1.0,900,1306,0.9586401581764221,15378,15479,0.0003,0.04832742363214493,4.01,11,-3.01
0.6741009950637817,9.108739852905273,1.0,904,1307,1.1363624334335327,15392,15493,0.0003,0.04837031662464142,3.99,11,-2.99
0.42639559507369995,9.149704933166504,1.0,908,1309,1.187013030052185,15413,15514,0.0003,0.04839199036359787,4.07,11,-3.07
0.05246651545166969,9.319252967834473,1.0,912,1310,0.9690669178962708,15424,15525,0.0003,0.048420269042253494,4.0,11,-3.0
0.01934622973203659,9.486797332763672,1.0,916,1311,1.0257494449615479,15439,15540,0.0003,0.048447322100400925,4.02,11,-3.02
0.3127487897872925,9.136942863464355,1.0,920,1314,0.7407726049423218,15463,15564,0.0003,0.04845091700553894,4.13,11,-3.13
0.07901883125305176,9.38455867767334,1.0,924,1315,0.8603874444961548,15471,15572,0.0003,0.04847008362412453,4.02,11,-3.02
0.5301390886306763,9.273465156555176,1.0,928,1316,0.8272000551223755,15485,15586,0.0003,0.04846774786710739,3.95,11,-2.95
0.35616645216941833,9.485040664672852,1.0,932,1318,0.8923035860061646,15504,15605,0.0003,0.04851231724023819,3.99,11,-2.99
-0.5666793584823608,8.965005874633789,1.0,936,1319,0.6761544942855835,15515,15616,0.0003,0.04853057116270065,3.94,11,-2.94
-1.1721173524856567,9.528589248657227,1.0,940,1320,0.7955200672149658,15530,15631,0.0003,0.048511773347854614,3.96,11,-2.96
1.2751078605651855,9.291520118713379,1.0,944,1320,0.957209050655365,15536,15637,0.0003,0.04850359633564949,3.79,11,-2.79
-0.05537576228380203,9.397579193115234,1.0,948,1321,0.8545689582824707,15548,15649,0.0003,0.048516806215047836,3.76,11,-2.76
-0.17621687054634094,9.11098575592041,1.0,952,1322,0.7688463926315308,15564,15665,0.0003,0.04851756989955902,3.77,11,-2.77
-0.28534239530563354,9.368696212768555,1.0,956,1323,0.9785013198852539,15576,15677,0.0003,0.04850355163216591,3.8,11,-2.8
-0.4836828112602234,8.275689125061035,1.0,960,1324,1.335241675376892,15590,15691,0.0003,0.04850773513317108,3.74,11,-2.74
-0.5308854579925537,9.153650283813477,1.0,964,1324,1.127932071685791,15605,15706,0.0003,0.048518065363168716,3.68,11,-2.68
-0.26822975277900696,8.833874702453613,1.0,968,1325,1.2463090419769287,15615,15716,0.0003,0.048509784042835236,3.64,11,-2.64
-0.09962907433509827,9.110574722290039,1.0,972,1326,1.2723407745361328,15633,15734,0.0003,0.048488158732652664,3.63,11,-2.63
0.12441514432430267,8.951728820800781,1.0,976,1327,0.8537713885307312,15649,15750,0.0003,0.04845864325761795,3.63,11,-2.63
-0.14291314780712128,8.713754653930664,1.0,980,1328,1.3049538135528564,15661,15762,0.0003,0.04843622446060181,3.61,11,-2.61
0.11688993871212006,8.776702880859375,1.0,984,1329,0.9820662140846252,15673,15774,0.0003,0.04842601716518402,3.53,11,-2.53
-0.1192266196012497,8.579093933105469,1.0,988,1332,1.3101162910461426,15690,15791,0.0003,0.04843481630086899,3.53,11,-2.53
-0.2656354606151581,8.670942306518555,1.0,992,1333,0.7643687725067139,15699,15800,0.0003,0.04843451455235481,3.5,11,-2.5
-0.17397017776966095,8.777303695678711,1.0,996,1335,1.0680640935897827,15715,15816,0.0003,0.0483996756374836,3.53,11,-2.53
0.28709936141967773,8.505953788757324,1.0,1000,1340,1.3793306350708008,15754,15855,0.0003,0.04836176335811615,3.76,11,-2.76
-0.10502606630325317,9.02468204498291,1.0,1004,1342,0.7973192930221558,15772,15873,0.0003,0.04837636277079582,3.8,11,-2.8
0.0321185439825058,8.31056022644043,1.0,1008,1344,0.7359635829925537,15786,15887,0.0003,0.04836152121424675,3.73,11,-2.73
-0.5572599172592163,8.737982749938965,1.0,1012,1349,0.6809266805648804,15828,15929,0.0003,0.04830874130129814,4.04,11,-3.04
-0.8621953725814819,7.953211307525635,1.0,1016,1351,0.8442474007606506,15844,15945,0.0003,0.04828159883618355,4.05,11,-3.05
-0.018679648637771606,8.75185775756836,1.0,1020,1353,0.7409886121749878,15860,15961,0.0003,0.0482364185154438,3.97,11,-2.97
-0.3431224822998047,8.406786918640137,1.0,1024,1355,0.8145455121994019,15874,15975,0.0003,0.0482056625187397,4.03,11,-3.03
-0.538817286491394,8.229521751403809,1.0,1028,1358,0.7873671054840088,15896,15997,0.0003,0.04815023019909859,4.11,11,-3.11
0.05246588587760925,7.91402006149292,1.0,1032,1360,0.858759343624115,15910,16011,0.0003,0.04810729995369911,4.06,11,-3.06
-0.16092802584171295,8.20901107788086,1.0,1036,1362,0.6913893222808838,15924,16025,0.0003,0.04807170107960701,4.09,11,-3.09
0.4035221040248871,8.647130966186523,1.0,1040,1363,0.6110595464706421,15937,16038,0.0003,0.04802688583731651,4.07,11,-3.07
0.1756751835346222,7.713791370391846,1.0,1044,1364,0.7806172370910645,15953,16054,0.0003,0.04798216000199318,4.17,11,-3.17
-0.6119253039360046,7.8666839599609375,1.0,1048,1366,0.6698521375656128,15966,16067,0.0003,0.047935839742422104,4.18,11,-3.18
-0.8256549835205078,8.039389610290527,1.0,1052,1367,0.6730849742889404,15979,16080,0.0003,0.04792702570557594,4.15,11,-3.15
-0.5545132160186768,7.65594482421875,1.0,1056,1369,0.7352794408798218,15997,16098,0.0003,0.047884002327919006,4.21,11,-3.21
-0.3342202305793762,8.121352195739746,1.0,1060,1371,0.7738989591598511,16015,16116,0.0003,0.04782504960894585,4.25,11,-3.25
0.07811364531517029,7.850461483001709,1.0,1064,1372,0.5274877548217773,16025,16126,0.0003,0.04781338572502136,4.2,11,-3.2
-0.5947001576423645,8.100176811218262,1.0,1068,1373,0.6511046290397644,16037,16138,0.0003,0.047809649258852005,4.22,11,-3.22
-0.14827825129032135,7.939152240753174,1.0,1072,1374,0.9731560945510864,16052,16153,0.0003,0.047780293971300125,4.19,11,-3.19
0.31625011563301086,7.986297607421875,1.0,1076,1375,0.8415586352348328,16063,16164,0.0003,0.04774351418018341,4.14,11,-3.14
-0.5299164056777954,7.76323938369751,1.0,1080,1377,0.7874096632003784,16077,16178,0.0003,0.04766319319605827,4.16,11,-3.16
-0.24571193754673004,7.604230880737305,1.0,1084,1378,0.8174107074737549,16091,16192,0.0003,0.04758602753281593,4.18,11,-3.18
-0.3987579047679901,8.168384552001953,1.0,1088,1379,0.6273468732833862,16106,16207,0.0003,0.047532711178064346,4.16,11,-3.16
-0.5468940734863281,7.982898712158203,1.0,1092,1380,0.604560375213623,16121,16222,0.0003,0.04748445004224777,4.22,11,-3.22
-0.573086142539978,7.506693363189697,1.0,1096,1380,0.5674519538879395,16133,16234,0.0003,0.04743712767958641,4.18,11,-3.18
-0.6352421641349792,7.52095890045166,1.0,1100,1382,0.727734386920929,16150,16251,0.0003,0.04735823720693588,3.96,11,-2.96
-0.12183248996734619,8.018533706665039,1.0,1104,1384,0.7851355075836182,16172,16273,0.0003,0.04727815091609955,4.0,11,-3.0
-0.4239729940891266,7.470399856567383,1.0,1108,1385,0.5820404291152954,16188,16289,0.0003,0.04721815511584282,4.02,11,-3.02
-0.5136288404464722,7.518746376037598,1.0,1112,1386,0.6393969058990479,16204,16305,0.0003,0.047160495072603226,3.76,11,-2.76
-0.38265225291252136,7.143651962280273,1.0,1116,1387,0.8539440035820007,16218,16319,0.0003,0.047071851789951324,3.74,11,-2.74
-0.6876857280731201,7.41269588470459,1.0,1120,1388,0.5629574060440063,16233,16334,0.0003,0.046989716589450836,3.73,11,-2.73
-0.4615459442138672,7.723011016845703,1.0,1124,1390,0.690959632396698,16255,16356,0.0003,0.04690266773104668,3.81,11,-2.81
-0.3124837875366211,7.664269924163818,1.0,1128,1392,0.6286340951919556,16286,16387,0.0003,0.04676127806305885,3.9,11,-2.9
-0.14676672220230103,7.41118049621582,1.0,1132,1393,0.5938236713409424,16301,16402,0.0003,0.04667208343744278,3.91,11,-2.91
0.002691507339477539,6.949850082397461,1.0,1136,1394,0.674200177192688,16316,16417,0.0003,0.046586137264966965,3.92,11,-2.92
-0.8325597047805786,7.062553405761719,1.0,1140,1396,0.7580938339233398,16333,16434,0.0003,0.046488355845212936,3.96,11,-2.96
-0.4446049928665161,7.305163383483887,1.0,1144,1398,0.4852883517742157,16351,16452,0.0003,0.04634616896510124,3.98,11,-2.98
-0.40182188153266907,7.234466552734375,1.0,1148,1399,0.39727315306663513,16368,16469,0.0003,0.046277910470962524,4.02,11,-3.02
-0.175652876496315,6.440629482269287,1.0,1152,1400,0.5858191251754761,16383,16484,0.0003,0.0461706668138504,4.04,11,-3.04
-0.03427249938249588,7.49241304397583,1.0,1156,1401,0.4716555178165436,16397,16498,0.0003,0.046065595000982285,4.0,11,-3.0
-0.6476607918739319,7.305599689483643,1.0,1160,1402,0.48848646879196167,16415,16516,0.0003,0.045954130589962006,4.0,11,-3.0
0.6312013864517212,7.253102779388428,1.0,1164,1404,0.5942888259887695,16432,16533,0.0003,0.04587320238351822,4.07,11,-3.07
-0.517281174659729,6.992249488830566,1.0,1168,1405,0.5946124792098999,16446,16547,0.0003,0.045795027166604996,4.09,11,-3.09
-0.1426999270915985,7.347934246063232,1.0,1172,1406,0.6201833486557007,16463,16564,0.0003,0.045687999576330185,4.11,11,-3.11
-0.5838342905044556,6.77073335647583,1.0,1176,1407,0.5691995620727539,16474,16575,0.0003,0.045651793479919434,4.11,11,-3.11
-0.7878558039665222,6.588871002197266,1.0,1180,1408,0.46546435356140137,16490,16591,0.0003,0.0455448292195797,4.13,11,-3.13
-0.04679638147354126,7.355600357055664,1.0,1184,1409,0.49255651235580444,16505,16606,0.0003,0.04547497630119324,4.14,11,-3.14
-0.00062599778175354,7.0498247146606445,1.0,1188,1410,0.48329001665115356,16517,16618,0.0003,0.04542965441942215,4.11,11,-3.11
-0.6209754943847656,7.3258562088012695,1.0,1192,1411,0.39394623041152954,16531,16632,0.0003,0.04536715894937515,4.1,11,-3.1
-1.0066301822662354,7.010996341705322,1.0,1196,1412,0.595054030418396,16552,16653,0.0003,0.04532507061958313,4.19,11,-3.19
-0.6012714505195618,7.359578609466553,1.0,1200,1413,0.45987454056739807,16567,16668,0.0003,0.045264724642038345,4.17,11,-3.17
-0.16364260017871857,7.51167631149292,1.0,1204,1414,0.5832714438438416,16583,16684,0.0003,0.04519380256533623,4.11,11,-3.11
-1.505834698677063,6.981916904449463,1.0,1208,1416,0.49735501408576965,16606,16707,0.0003,0.04507337883114815,4.18,11,-3.18
-0.8277334570884705,6.338174343109131,1.0,1212,1417,0.5368140935897827,16618,16719,0.0003,0.04497866332530975,4.14,11,-3.14
-0.1423412263393402,6.679691314697266,1.0,1216,1418,0.5176310539245605,16632,16733,0.0003,0.04490469768643379,4.14,11,-3.14
0.214301198720932,6.9417853355407715,1.0,1220,1419,0.4984523057937622,16648,16749,0.0003,0.04483754560351372,4.15,11,-3.15
-0.24360747635364532,7.005776882171631,1.0,1224,1421,0.5637958645820618,16664,16765,0.0003,0.04476835951209068,4.09,11,-3.09
-0.5794570446014404,7.114537715911865,1.0,1228,1422,0.535933256149292,16676,16777,0.0003,0.04470048472285271,3.9,11,-2.9
-0.7514289617538452,6.230692386627197,1.0,1232,1424,0.4359516501426697,16688,16789,0.0003,0.044628776609897614,3.87,11,-2.87
0.3336208462715149,6.931147575378418,1.0,1236,1427,0.5115832686424255,16707,16808,0.0003,0.04451090842485428,3.91,11,-2.91
-0.15002894401550293,6.506959438323975,1.0,1240,1428,0.5299504995346069,16719,16820,0.0003,0.044427331537008286,3.86,11,-2.86
-0.28543564677238464,6.435998439788818,1.0,1244,1431,0.5050580501556396,16739,16840,0.0003,0.04431552067399025,3.88,11,-2.88
-0.6162225008010864,7.172846794128418,1.0,1248,1432,0.3359149694442749,16751,16852,0.0003,0.04422970861196518,3.83,11,-2.83
-0.383423775434494,6.626251697540283,1.0,1252,1432,0.458720862865448,16763,16864,0.0003,0.04414204880595207,3.8,11,-2.8
-0.028891844674944878,7.0215959548950195,1.0,1256,1434,0.6033819913864136,16781,16882,0.0003,0.04403756931424141,3.84,11,-2.84
-0.5007779002189636,6.391059875488281,1.0,1260,1435,0.4814467430114746,16791,16892,0.0003,0.04398154094815254,3.76,11,-2.76
-0.15920178592205048,6.509866237640381,1.0,1264,1437,0.7487204670906067,16807,16908,0.0003,0.043861713260412216,3.75,11,-2.75
-0.5375169515609741,6.624990463256836,1.0,1268,1438,0.3864927887916565,16817,16918,0.0003,0.04381135478615761,3.71,11,-2.71
-0.49475234746932983,6.535475254058838,1.0,1272,1439,0.46105119585990906,16830,16931,0.0003,0.043720606714487076,3.67,11,-2.67
-0.16932392120361328,6.668797492980957,1.0,1276,1440,0.4449846148490906,16839,16940,0.0003,0.0436783991754055,3.65,11,-2.65
-1.3668339252471924,5.867033004760742,1.0,1280,1441,0.5424767732620239,16857,16958,0.0003,0.04362695664167404,3.67,11,-2.67
-0.8106889724731445,6.40402364730835,1.0,1284,1442,0.5822393894195557,16870,16971,0.0003,0.043501775711774826,3.65,11,-2.65
-0.6172654628753662,6.340397357940674,1.0,1288,1443,0.37049323320388794,16886,16987,0.0003,0.043380338698625565,3.69,11,-2.69
-0.10354207456111908,6.244688510894775,1.0,1292,1444,0.5044370889663696,16898,16999,0.0003,0.0432991124689579,3.67,11,-2.67
-0.5492270588874817,5.929609298706055,1.0,1296,1445,0.3704151511192322,16912,17013,0.0003,0.04322896897792816,3.6,11,-2.6
-0.4880741238594055,6.528383255004883,1.0,1300,1446,0.4251607060432434,16926,17027,0.0003,0.04317677766084671,3.59,11,-2.59
-0.38125866651535034,5.968869209289551,1.0,1304,1447,0.39134010672569275,16938,17039,0.0003,0.04311967268586159,3.55,11,-2.55
0.12930196523666382,6.476990699768066,1.0,1308,1448,0.4904528856277466,16956,17057,0.0003,0.04302141070365906,3.5,11,-2.5
-0.19840000569820404,6.046985626220703,1.0,1312,1449,0.4757612347602844,16972,17073,0.0003,0.04294542223215103,3.54,11,-2.54
-0.36576271057128906,6.140210151672363,1.0,1316,1450,0.4782721996307373,16985,17086,0.0003,0.042880382388830185,3.53,11,-2.53
-0.6569231748580933,6.136445045471191,1.0,1320,1452,0.36633414030075073,17010,17111,0.0003,0.04270508140325546,3.62,11,-2.62
-0.7691685557365417,6.453032493591309,1.0,1324,1452,0.42027518153190613,17023,17124,0.0003,0.0426308810710907,3.59,11,-2.59
-0.6752445697784424,6.401412487030029,1.0,1328,1454,0.4060229957103729,17045,17146,0.0003,0.042477741837501526,3.69,11,-2.69
-0.98899245262146,6.136178016662598,1.0,1332,1455,0.37493354082107544,17060,17161,0.0003,0.04237452521920204,3.72,11,-2.72
-0.9508553743362427,5.9036431312561035,1.0,1336,1455,0.4227295517921448,17070,17171,0.0003,0.04229623079299927,3.63,11,-2.63
-0.9284145832061768,6.19168758392334,1.0,1340,1456,0.35677334666252136,17087,17188,0.0003,0.04214133694767952,3.68,11,-2.68
-0.4621984362602234,6.1138834953308105,1.0,1344,1457,0.3624730706214905,17100,17201,0.0003,0.04201642423868179,3.61,11,-2.61
0.10883799195289612,5.698248386383057,1.0,1348,1458,0.4942476749420166,17115,17216,0.0003,0.04188686981797218,3.64,11,-2.64
-0.811534583568573,5.949522495269775,1.0,1352,1459,0.35992443561553955,17129,17230,0.0003,0.041816871613264084,3.66,11,-2.66
-0.4322207272052765,6.048208713531494,1.0,1356,1460,0.5477765798568726,17142,17243,0.0003,0.04171500355005264,3.61,11,-2.61
-0.38831278681755066,5.921775817871094,1.0,1360,1462,0.28369390964508057,17161,17262,0.0003,0.04159480333328247,3.7,11,-2.7
-0.10623378306627274,5.9954423904418945,1.0,1364,1463,0.3621770441532135,17180,17281,0.0003,0.041414983570575714,3.73,11,-2.73
-0.058110132813453674,6.05518102645874,1.0,1368,1464,0.34071189165115356,17195,17296,0.0003,0.041308458894491196,3.78,11,-2.78
-0.6438242197036743,5.802355766296387,1.0,1372,1466,0.4872592091560364,17212,17313,0.0003,0.041218098253011703,3.82,11,-2.82
-0.8240690231323242,5.521211624145508,1.0,1376,1466,0.3966493308544159,17225,17326,0.0003,0.04112543538212776,3.86,11,-2.86
-0.45103615522384644,5.791847229003906,1.0,1380,1468,0.38107362389564514,17243,17344,0.0003,0.04104432836174965,3.86,11,-2.86
-0.45996206998825073,6.357945442199707,1.0,1384,1469,0.2961050868034363,17261,17362,0.0003,0.04091901704668999,3.91,11,-2.91
-1.2349828481674194,5.723886489868164,1.0,1388,1470,0.34021732211112976,17275,17376,0.0003,0.0408208966255188,3.89,11,-2.89
-0.14597171545028687,5.914730072021484,1.0,1392,1471,0.4216185510158539,17292,17393,0.0003,0.04073179513216019,3.94,11,-2.94
-0.48023051023483276,5.877767562866211,1.0,1396,1472,0.32808077335357666,17311,17412,0.0003,0.040611010044813156,3.99,11,-2.99
-0.6739627718925476,5.770496368408203,1.0,1400,1473,0.3365561068058014,17325,17426,0.0003,0.04052765294909477,3.99,11,-2.99
-0.4398227035999298,6.479089736938477,1.0,1404,1474,0.3537643551826477,17335,17436,0.0003,0.04045766964554787,3.97,11,-2.97
-0.5520676374435425,5.581336975097656,1.0,1408,1475,0.44432780146598816,17348,17449,0.0003,0.0403369776904583,3.92,11,-2.92
-0.8915360569953918,5.277480125427246,1.0,1412,1476,0.4640629291534424,17362,17463,0.0003,0.04024643078446388,3.9,11,-2.9
-0.39441776275634766,5.4871015548706055,1.0,1416,1477,0.3714843988418579,17377,17478,0.0003,0.0401596836745739,3.92,11,-2.92
-0.5281531810760498,5.759920120239258,1.0,1420,1479,0.34598496556282043,17391,17492,0.0003,0.040096234530210495,3.81,11,-2.81
