rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,time/fps,time/total_timesteps,train/n_updates,train/critic_loss,train/actor_loss,rollout/success_rate,train/learning_rate
-0.4741945299999999,1372,4.72,752,4,6634,6533,0.001811291091144085,0.264862060546875,0.99,0.001
-0.4696631599999999,1374,4.67,756,4,6646,6545,0.0025323829613626003,0.2477283924818039,0.99,0.001
-0.46010642999999996,1376,4.62,760,4,6661,6560,0.0016955221071839333,0.20100617408752441,0.99,0.001
-0.46515702999999997,1379,4.64,764,4,6679,6578,0.0021496282424777746,0.3044598400592804,0.99,0.001
-0.47038383000000006,1384,4.65,768,4,6698,6597,0.002252788282930851,0.2124433070421219,0.99,0.001
-0.47538057999999994,1390,4.69,772,4,6721,6620,0.001784615102224052,0.26021844148635864,0.99,0.001
-0.4715410599999999,1396,4.68,776,4,6738,6637,0.001981548499315977,0.3193172216415405,0.99,0.001
-0.48486361,1403,4.76,780,4,6761,6660,0.0025720009580254555,0.3191400468349457,0.99,0.001
-0.50256125,1409,4.85,784,4,6784,6683,0.00195614667609334,0.27176666259765625,0.99,0.001
-0.50577765,1413,4.88,788,4,6801,6700,0.0017138478578999639,0.22092731297016144,0.99,0.001
-0.51085874,1418,4.89,792,4,6820,6719,0.0021238813642412424,0.29225289821624756,0.99,0.001
-0.50991686,1421,4.87,796,4,6838,6737,0.0016633428167551756,0.29006072878837585,0.99,0.001
-0.5098349799999999,1424,4.87,800,4,6857,6756,0.0015757535584270954,0.3159688115119934,0.99,0.001
-0.50940298,1427,4.89,804,4,6873,6772,0.0018387946765869856,0.3430402874946594,0.99,0.001
-0.52056505,1437,4.98,808,4,6898,6797,0.0014738264726474881,0.25032687187194824,0.99,0.001
-0.53141511,1443,5.07,812,4,6915,6814,0.0018289953004568815,0.2638569474220276,0.99,0.001
-0.5271159200000001,1448,5.05,816,4,6928,6827,0.0016069374978542328,0.28273361921310425,0.99,0.001
-0.52204532,1453,5.04,820,4,6948,6847,0.0016082165529951453,0.3562714457511902,0.99,0.001
-0.52732262,1457,5.06,824,4,6966,6865,0.0015980317257344723,0.3105107545852661,0.99,0.001
-0.52602543,1461,5.05,828,4,6983,6882,0.0023028510622680187,0.24496130645275116,0.99,0.001
-0.53323199,1464,5.11,832,4,7003,6902,0.002534851897507906,0.25439199805259705,0.99,0.001
-0.5364742200000001,1470,5.14,836,4,7021,6920,0.003355639986693859,0.23906652629375458,0.99,0.001
-0.5222535199999999,1472,5.02,840,4,7029,6928,0.002327084308490157,0.2564733624458313,0.99,0.001
-0.5135744,1475,4.97,844,4,7043,6942,0.0025079436600208282,0.28154757618904114,0.99,0.001
-0.48052634,1480,4.52,848,4,7062,6961,0.002181421034038067,0.29005903005599976,1.0,0.001
-0.4673839600000001,1484,4.42,852,4,7076,6975,0.003197628306224942,0.18864718079566956,1.0,0.001
-0.46993581999999995,1487,4.46,856,4,7092,6991,0.0018267680425196886,0.26702356338500977,1.0,0.001
-0.46791383000000003,1490,4.45,860,4,7106,7005,0.0025084346998482943,0.33160459995269775,1.0,0.001
-0.4686304799999999,1493,4.47,864,4,7126,7025,0.00241556903347373,0.2732491195201874,1.0,0.001
-0.44968930999999995,1494,4.35,868,4,7133,7032,0.0021080910228192806,0.21007829904556274,1.0,0.001
-0.4444058999999999,1497,4.28,872,4,7149,7048,0.0021154778078198433,0.25577080249786377,1.0,0.001
-0.44642722999999995,1501,4.29,876,4,7167,7066,0.002468259073793888,0.24987755715847015,1.0,0.001
-0.435984,1507,4.24,880,4,7185,7084,0.001748697366565466,0.2072734832763672,1.0,0.001
-0.4145395799999999,1509,4.14,884,4,7198,7097,0.0021773474290966988,0.281042218208313,1.0,0.001
-0.41292264,1514,4.12,888,4,7213,7112,0.001969856210052967,0.32057541608810425,1.0,0.001
-0.41151195,1518,4.11,892,4,7231,7130,0.0019143938552588224,0.2529447674751282,1.0,0.001
-0.41554339,1522,4.11,896,4,7249,7148,0.0020935703068971634,0.30899277329444885,1.0,0.001
-0.4103786499999999,1524,4.08,900,4,7265,7164,0.0016545840771868825,0.2291542887687683,1.0,0.001
-0.41678555,1527,4.08,904,4,7281,7180,0.0016045905649662018,0.2139953225851059,1.0,0.001
-0.40797822000000006,1531,3.99,908,4,7297,7196,0.0013948478735983372,0.2515105903148651,1.0,0.001
-0.40489982999999996,1533,3.96,912,4,7311,7210,0.0019648035522550344,0.18919235467910767,1.0,0.001
-0.42204417000000005,1539,4.07,916,4,7335,7234,0.0016080662608146667,0.24534255266189575,1.0,0.001
-0.4147706400000001,1543,4.02,920,4,7350,7249,0.001964814495295286,0.1793575882911682,1.0,0.001
-0.4157023900000001,1546,4.02,924,4,7368,7267,0.001699992222711444,0.287139892578125,1.0,0.001
-0.42141856999999994,1550,4.06,928,4,7389,7288,0.002267531119287014,0.2553091049194336,1.0,0.001
-0.4142852000000001,1553,4.0,932,4,7403,7302,0.0024377719964832067,0.28022369742393494,1.0,0.001
-0.4111580800000001,1555,3.97,936,4,7418,7317,0.0023492705076932907,0.18179936707019806,1.0,0.001
-0.42590399999999995,1559,4.07,940,4,7436,7335,0.0033347588032484055,0.2846269905567169,1.0,0.001
-0.4311941600000001,1563,4.11,944,4,7454,7353,0.0017930719768628478,0.24483756721019745,1.0,0.001
-0.42340114,1565,4.06,948,4,7468,7367,0.0013043596409261227,0.18393857777118683,1.0,0.001
-0.42554568000000004,1568,4.07,952,4,7483,7382,0.001767969923093915,0.26471737027168274,1.0,0.001
-0.42636154999999987,1571,4.07,956,4,7499,7398,0.002066281856968999,0.28255659341812134,1.0,0.001
-0.43306533,1575,4.1,960,4,7516,7415,0.0016391221433877945,0.23493656516075134,1.0,0.001
-0.42582091999999994,1577,4.04,964,4,7530,7429,0.0013445783406496048,0.2757735848426819,1.0,0.001
-0.43705193999999997,1580,4.14,968,4,7547,7446,0.0013095962349325418,0.26896148920059204,1.0,0.001
-0.43585390999999996,1586,4.18,972,4,7567,7466,0.0016293588560074568,0.20645150542259216,1.0,0.001
-0.42859346000000004,1588,4.11,976,4,7578,7477,0.0030980906449258327,0.2330533117055893,1.0,0.001
-0.4202124199999999,1590,4.03,980,4,7588,7487,0.007128661964088678,0.1716868132352829,1.0,0.001
-0.43486413999999995,1594,4.09,984,4,7607,7506,0.002011850941926241,0.1936616152524948,1.0,0.001
-0.43082405,1597,4.07,988,4,7620,7519,0.001317475689575076,0.22124217450618744,1.0,0.001
-0.42789154,1601,4.06,992,4,7637,7536,0.0013285542372614145,0.2306366264820099,1.0,0.001
-0.42598085,1605,4.09,996,4,7658,7557,0.0021176887676119804,0.254486083984375,1.0,0.001
-0.42867368,1609,4.15,1000,4,7680,7579,0.0018233146984130144,0.2572607100009918,1.0,0.001
-0.43146266,1613,4.18,1004,4,7699,7598,0.0018129909876734018,0.2413707673549652,1.0,0.001
-0.43960783,1619,4.33,1008,4,7730,7629,0.002066337503492832,0.23831534385681152,1.0,0.001
-0.44171280999999996,1623,4.34,1012,4,7745,7644,0.0017314811702817678,0.24060627818107605,1.0,0.001
-0.42113278,1624,4.21,1016,4,7756,7655,0.0010520059149712324,0.3379420042037964,1.0,0.001
-0.42467749999999993,1629,4.25,1020,4,7775,7674,0.0013909192057326436,0.2540959119796753,1.0,0.001
-0.42038055999999996,1631,4.24,1024,4,7792,7691,0.0022322232834994793,0.2562936544418335,1.0,0.001
-0.40932082000000003,1633,4.16,1028,4,7805,7704,0.0017063876148313284,0.25479695200920105,1.0,0.001
-0.41058329999999993,1636,4.18,1032,4,7821,7720,0.0013356972485780716,0.24687576293945312,1.0,0.001
-0.40879276000000003,1638,4.16,1036,4,7834,7733,0.0023189205676317215,0.26246505975723267,1.0,0.001
-0.40698891000000004,1642,4.15,1040,4,7851,7750,0.0025051264092326164,0.3120216131210327,1.0,0.001
-0.41545604,1646,4.19,1044,4,7873,7772,0.0015814664075151086,0.20853877067565918,1.0,0.001
-0.4271152800000001,1648,4.26,1048,4,7894,7793,0.001762761385180056,0.25056615471839905,1.0,0.001
-0.42894346999999994,1652,4.27,1052,4,7910,7809,0.0012383462162688375,0.2756694257259369,1.0,0.001
-0.42870628999999993,1655,4.26,1056,4,7925,7824,0.0015627413522452116,0.21551468968391418,1.0,0.001
-0.43144967,1660,4.31,1060,4,7947,7846,0.0019036827143281698,0.22303102910518646,1.0,0.001
-0.44380728,1664,4.4,1064,4,7970,7869,0.0012463716557249427,0.21002422273159027,1.0,0.001
-0.45205752000000005,1669,4.44,1068,4,7991,7890,0.0012000160058960319,0.23516076803207397,1.0,0.001
-0.44446943,1671,4.39,1072,4,8006,7905,0.0015356591902673244,0.24880754947662354,1.0,0.001
-0.45523668999999983,1674,4.46,1076,4,8024,7923,0.0019184977281838655,0.248261496424675,1.0,0.001
-0.4659157,1677,4.54,1080,4,8042,7941,0.0012265031691640615,0.2210645079612732,1.0,0.001
-0.47057658,1681,4.58,1084,4,8065,7964,0.0014530550688505173,0.21868737041950226,1.0,0.001
-0.47984352999999996,1685,4.69,1088,4,8089,7988,0.001867304788902402,0.1876344084739685,1.0,0.001
-0.4774329999999999,1688,4.68,1092,4,8105,8004,0.0019768907222896814,0.21487349271774292,1.0,0.001
-0.46692529000000005,1690,4.59,1096,4,8117,8016,0.002858541440218687,0.28315481543540955,1.0,0.001
-0.46814069999999997,1694,4.57,1100,4,8137,8036,0.004977493081241846,0.2492646425962448,1.0,0.001
-0.46653698,1699,4.58,1104,4,8157,8056,0.0022691013291478157,0.18808801472187042,1.0,0.001
-0.4536579399999999,1701,4.4,1108,4,8170,8069,0.0025835272390395403,0.2275843471288681,1.0,0.001
-0.46026379,1706,4.48,1112,4,8193,8092,0.0044473567977547646,0.26989978551864624,1.0,0.001
-0.47208895,1709,4.54,1116,4,8210,8109,0.0015035420656204224,0.28317615389823914,1.0,0.001
-0.46551046,1713,4.48,1120,4,8223,8122,0.0017191588412970304,0.21479204297065735,1.0,0.001
-0.46812939,1717,4.51,1124,4,8243,8142,0.002770582679659128,0.2488788366317749,1.0,0.001
-0.47131502999999997,1722,4.55,1128,4,8260,8159,0.002523899544030428,0.22197319567203522,1.0,0.001
-0.47038217000000004,1726,4.53,1132,4,8274,8173,0.0015341495163738728,0.21498198807239532,1.0,0.001
-0.47994409,1730,4.6,1136,4,8294,8193,0.0014350294368341565,0.2700808346271515,1.0,0.001
-0.4797627199999999,1735,4.63,1140,4,8314,8213,0.0015055835247039795,0.2413637638092041,1.0,0.001
-0.46925827999999997,1737,4.57,1144,4,8330,8229,0.001967080170288682,0.22651949524879456,1.0,0.001
-0.46236799999999995,1741,4.53,1148,4,8347,8246,0.0019199101952835917,0.30576616525650024,1.0,0.001
-0.45751925,1744,4.51,1152,4,8361,8260,0.001524182502180338,0.1815159022808075,1.0,0.001
-0.45766276999999994,1747,4.51,1156,4,8376,8275,0.006644858978688717,0.24420596659183502,1.0,0.001
-0.45661385000000004,1751,4.49,1160,4,8396,8295,0.00152966205496341,0.19204187393188477,1.0,0.001
-0.44076849999999984,1754,4.39,1164,4,8409,8308,0.0022651185281574726,0.3351348042488098,1.0,0.001
-0.43362316,1757,4.33,1168,4,8424,8323,0.002750997431576252,0.24081692099571228,1.0,0.001
-0.44295661,1760,4.38,1172,4,8444,8343,0.001215947326272726,0.2807125449180603,1.0,0.001
-0.43405628999999996,1763,4.32,1176,4,8456,8355,0.002637438476085663,0.26395052671432495,1.0,0.001
-0.43016997999999995,1768,4.32,1180,4,8474,8373,0.0021584555506706238,0.24028083682060242,1.0,0.001
-0.42156438000000007,1772,4.29,1184,4,8494,8393,0.0009865938918665051,0.21950650215148926,1.0,0.001
-0.40998145,1775,4.17,1188,4,8506,8405,0.0014632747042924166,0.2171645164489746,1.0,0.001
-0.40849899000000006,1779,4.17,1192,4,8522,8421,0.0030230293050408363,0.19258463382720947,1.0,0.001
-0.41005016,1781,4.18,1196,4,8535,8434,0.0015081363962963223,0.18194255232810974,1.0,0.001
-0.40872165999999993,1785,4.15,1200,4,8552,8451,0.0019944857340306044,0.2572100758552551,1.0,0.001
-0.4021943499999999,1788,4.1,1204,4,8567,8466,0.0020936995279043913,0.2941210865974426,1.0,0.001
-0.40766999000000004,1791,4.13,1208,4,8583,8482,0.0015564049826934934,0.1888938993215561,1.0,0.001
-0.40227870000000004,1796,4.09,1212,4,8602,8501,0.0020646373741328716,0.22247134149074554,1.0,0.001
-0.40728875999999997,1801,4.15,1216,4,8625,8524,0.005881272256374359,0.3225782513618469,1.0,0.001
-0.40679838999999995,1804,4.15,1220,4,8638,8537,0.002237236127257347,0.2746180295944214,1.0,0.001
-0.40104004,1807,4.09,1224,4,8652,8551,0.002012665383517742,0.24794235825538635,1.0,0.001
-0.40425054999999993,1812,4.09,1228,4,8669,8568,0.0021611882839351892,0.2172609567642212,1.0,0.001
-0.40964474,1816,4.12,1232,4,8686,8585,0.0023746229708194733,0.30754777789115906,1.0,0.001
-0.40060967000000003,1821,4.07,1236,4,8701,8600,0.0013449329417198896,0.2037615329027176,1.0,0.001
-0.39647481999999995,1825,4.02,1240,4,8716,8615,0.0014141869032755494,0.26811280846595764,1.0,0.001
-0.4083578500000001,1831,4.09,1244,4,8739,8638,0.002101195976138115,0.2654842138290405,1.0,0.001
-0.42404873000000004,1851,4.28,1248,4,8775,8674,0.001070099649950862,0.21546098589897156,1.0,0.001
-0.43040964000000004,1855,4.3,1252,4,8791,8690,0.0018911749357357621,0.237566277384758,1.0,0.001
-0.44257574999999993,1863,4.37,1256,4,8813,8712,0.001766187371686101,0.25703173875808716,1.0,0.001
-0.47109288,1879,4.79,1260,4,8875,8774,0.0013676658272743225,0.18926222622394562,0.99,0.001
-0.47785721999999997,1882,4.85,1264,4,8894,8793,0.0014211429515853524,0.19856660068035126,0.99,0.001
-0.47462644000000004,1885,4.83,1268,4,8907,8806,0.0011933757923543453,0.22063493728637695,0.99,0.001
-0.4754592100000001,1888,4.81,1272,4,8925,8824,0.001922887982800603,0.31402847170829773,0.99,0.001
-0.48040103999999995,1891,4.85,1276,4,8941,8840,0.0015477333217859268,0.24334155023097992,0.99,0.001
-0.48008106999999994,1895,4.85,1280,4,8959,8858,0.0021797032095491886,0.1937779188156128,0.99,0.001
-0.47642304,1899,4.84,1284,4,8978,8877,0.0017132570501416922,0.19118833541870117,0.99,0.001
-0.47898054,1902,4.86,1288,4,8992,8891,0.0013153527397662401,0.21011705696582794,0.99,0.001
-0.48588861999999994,1905,4.88,1292,4,9010,8909,0.0012827656464651227,0.20468994975090027,0.99,0.001
-0.4922625299999999,1909,4.92,1296,4,9027,8926,0.0016759287100285292,0.1961984634399414,0.99,0.001
-0.4879981299999999,1911,4.92,1300,4,9044,8943,0.0021528657525777817,0.20525051653385162,0.99,0.001
-0.48447687,1914,4.9,1304,4,9057,8956,0.0032746042124927044,0.20940719544887543,0.99,0.001
-0.4797580099999999,1918,4.89,1308,4,9072,8971,0.0019300973508507013,0.2110847681760788,0.99,0.001
-0.4930215399999999,1923,4.93,1312,4,9095,8994,0.0010808566585183144,0.20834894478321075,0.99,0.001
-0.50969607,1936,5.22,1316,4,9147,9046,0.0016621986869722605,0.25170189142227173,0.99,0.001
-0.51841606,1942,5.3,1320,4,9168,9067,0.0012730828020721674,0.2126712054014206,0.99,0.001
-0.5119595100000001,1944,5.26,1324,4,9178,9077,0.0013658255338668823,0.2533608078956604,0.99,0.001
-0.5183851,1947,5.28,1328,4,9197,9096,0.0015213803853839636,0.279389888048172,0.99,0.001
-0.5151891900000001,1952,5.26,1332,4,9212,9111,0.0011989655904471874,0.21244044601917267,0.99,0.001
-0.52400314,1955,5.3,1336,4,9231,9130,0.0015316033968701959,0.20411372184753418,0.99,0.001
-0.52855188,1961,5.31,1340,4,9247,9146,0.002093707676976919,0.19970078766345978,0.99,0.001
-0.51644695,1965,5.23,1344,4,9262,9161,0.0018337148940190673,0.20626100897789001,0.99,0.001
-0.50388976,1968,5.05,1348,4,9280,9179,0.0045875441282987595,0.2746798098087311,0.99,0.001
-0.50135728,1972,5.04,1352,4,9295,9194,0.0019451873376965523,0.22070570290088654,0.99,0.001
-0.48558635,1975,4.95,1356,4,9308,9207,0.0029583631549030542,0.20328457653522491,0.99,0.001
-0.45150224,1977,4.48,1360,4,9323,9222,0.0016184225678443909,0.24111506342887878,1.0,0.001
-0.45481146,1983,4.49,1364,4,9343,9242,0.002030714647844434,0.20532672107219696,1.0,0.001
-0.47222369999999997,1990,4.59,1368,4,9366,9265,0.004553887061774731,0.27643200755119324,1.0,0.001
-0.4706660900000001,1995,4.61,1372,4,9386,9285,0.0013919167686253786,0.22245337069034576,1.0,0.001
-0.47970946,1999,4.69,1376,4,9410,9309,0.0013254983350634575,0.20543242990970612,1.0,0.001
-0.47240717,2002,4.64,1380,4,9423,9322,0.0015064727049320936,0.2926161289215088,1.0,0.001
-0.47567535,2005,4.63,1384,4,9441,9340,0.004091424867510796,0.3014797866344452,1.0,0.001
-0.47971407,2008,4.65,1388,4,9457,9356,0.002243831753730774,0.2512587308883667,1.0,0.001
-0.47956638000000007,2011,4.67,1392,4,9477,9376,0.002663168590515852,0.22149136662483215,1.0,0.001
-0.48221968999999987,2014,4.71,1396,4,9498,9397,0.0013988356804475188,0.22220149636268616,1.0,0.001
-0.5090067799999999,2022,4.92,1400,4,9536,9435,0.007924631237983704,0.2381444126367569,1.0,0.001
-0.5169835899999999,2024,4.96,1404,4,9553,9452,0.0037169652059674263,0.27497950196266174,1.0,0.001
-0.5171965799999999,2027,4.96,1408,4,9568,9467,0.0024196836166083813,0.27056053280830383,1.0,0.001
-0.50064181,2030,4.87,1412,4,9582,9481,0.0012954390840604901,0.22188317775726318,1.0,0.001
-0.47289212999999997,2033,4.5,1416,4,9597,9496,0.0014458794612437487,0.19121211767196655,1.0,0.001
-0.46873772,2037,4.45,1420,4,9613,9512,0.0018765195272862911,0.19509880244731903,1.0,0.001
-0.47227702999999993,2038,4.47,1424,4,9625,9524,0.0013113247696310282,0.15705245733261108,1.0,0.001
-0.4625468399999999,2040,4.44,1428,4,9641,9540,0.001354027772322297,0.19370029866695404,1.0,0.001
-0.45545841000000004,2042,4.4,1432,4,9652,9551,0.0016997751081362367,0.19693753123283386,1.0,0.001
-0.44918972,2045,4.38,1436,4,9669,9568,0.0021421220153570175,0.24544212222099304,1.0,0.001
-0.44615546,2047,4.37,1440,4,9684,9583,0.001131212804466486,0.24893179535865784,1.0,0.001
-0.44709438,2049,4.4,1444,4,9702,9601,0.00128997303545475,0.1973729282617569,1.0,0.001
-0.44638926999999995,2052,4.43,1448,4,9723,9622,0.0018852793145924807,0.24725675582885742,1.0,0.001
-0.44309519,2056,4.4,1452,4,9735,9634,0.0012324447743594646,0.1952941119670868,1.0,0.001
-0.44797946000000005,2061,4.44,1456,4,9752,9651,0.0014008363941684365,0.24247129261493683,1.0,0.001
-0.45589137999999996,2065,4.49,1460,4,9772,9671,0.001343773677945137,0.2037704885005951,1.0,0.001
-0.45755188,2072,4.49,1464,4,9792,9691,0.0015138897579163313,0.19910526275634766,1.0,0.001
-0.45621832999999995,2082,4.52,1468,4,9818,9717,0.001206390094012022,0.19353321194648743,1.0,0.001
-0.45449106,2087,4.49,1472,4,9835,9734,0.0014610141515731812,0.23005835711956024,1.0,0.001
-0.4444288500000001,2091,4.39,1476,4,9849,9748,0.0014096889644861221,0.2446354180574417,1.0,0.001
-0.44798026999999996,2095,4.4,1480,4,9863,9762,0.0013482896611094475,0.2059679925441742,1.0,0.001
-0.44267740000000005,2097,4.38,1484,4,9879,9778,0.0011084522120654583,0.219561368227005,1.0,0.001
-0.43631217,2099,4.33,1488,4,9890,9789,0.0011096923844888806,0.2573995590209961,1.0,0.001
-0.42790335999999995,2102,4.28,1492,4,9905,9804,0.001562550663948059,0.22482411563396454,1.0,0.001
-0.42922306,2105,4.26,1496,4,9924,9823,0.0017723917262628675,0.2091284990310669,1.0,0.001
-0.3993320800000001,2110,4.02,1500,4,9938,9837,0.0013957687187939882,0.16360560059547424,1.0,0.001
-0.39886012,2114,4.03,1504,4,9956,9855,0.0013757289852946997,0.276919960975647,1.0,0.001
-0.39837867999999993,2121,4.03,1508,4,9971,9870,0.0020097317174077034,0.2691863775253296,1.0,0.001
-0.40204921,2124,4.06,1512,4,9988,9887,0.0008799068164080381,0.28004080057144165,1.0,0.001
