rollout/success_rate,train/critic_loss,time/episodes,train/actor_loss,time/fps,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,train/learning_rate,rollout/ep_len_mean,time/total_timesteps
0.99,0.0014444156549870968,828,0.2296750545501709,5,-0.4940902300000001,6203,1229,0.001,4.79,6304
0.99,0.0014161760918796062,832,0.21927398443222046,5,-0.49752345,6225,1234,0.001,4.84,6326
0.99,0.0019590132869780064,836,0.2380327582359314,5,-0.49177459999999995,6244,1237,0.001,4.8,6345
0.99,0.0016539387870579958,840,0.19318372011184692,5,-0.49393352999999995,6261,1241,0.001,4.82,6362
0.99,0.00191604217980057,844,0.24054664373397827,5,-0.49466691999999995,6277,1245,0.001,4.82,6378
0.99,0.001350797014310956,848,0.2460891455411911,5,-0.49243536000000004,6296,1249,0.001,4.82,6397
0.99,0.0016364778857678175,852,0.24317851662635803,5,-0.48985302,6309,1253,0.001,4.8,6410
0.99,0.0019307942129671574,856,0.24841177463531494,5,-0.49823799999999996,6327,1261,0.001,4.82,6428
1.0,0.0029381969943642616,860,0.17339134216308594,5,-0.45547603000000003,6341,1265,0.001,4.32,6442
1.0,0.0015818532556295395,864,0.22710686922073364,5,-0.44241818,6356,1270,0.001,4.24,6457
1.0,0.001191338524222374,868,0.17997963726520538,5,-0.45802132,6401,1282,0.001,4.51,6502
1.0,0.0015651800204068422,872,0.25095900893211365,5,-0.46572747,6420,1286,0.001,4.58,6521
1.0,0.00128148403018713,876,0.22949936985969543,5,-0.46201454,6440,1290,0.001,4.59,6541
1.0,0.0014600430149585009,880,0.2355269193649292,5,-0.45839891,6459,1295,0.001,4.57,6560
1.0,0.0012680385261774063,884,0.25092729926109314,5,-0.46081502,6479,1300,0.001,4.62,6580
1.0,0.0013273917138576508,888,0.21057935059070587,5,-0.45154263,6492,1303,0.001,4.55,6593
1.0,0.0014252571854740381,892,0.24152685701847076,5,-0.45492998000000007,6506,1307,0.001,4.57,6607
1.0,0.0014778438489884138,896,0.25556692481040955,5,-0.46300379999999997,6526,1310,0.001,4.62,6627
1.0,0.0012902191374450922,900,0.1968827098608017,5,-0.45808037000000007,6545,1315,0.001,4.61,6646
1.0,0.002463805489242077,904,0.27428901195526123,5,-0.46198904999999996,6564,1319,0.001,4.64,6665
1.0,0.001554961083456874,908,0.19560754299163818,5,-0.4667303000000001,6581,1322,0.001,4.67,6682
1.0,0.0013650935143232346,912,0.2153450846672058,5,-0.4690570899999999,6595,1329,0.001,4.67,6696
1.0,0.001265265396796167,916,0.19285011291503906,5,-0.47048809999999996,6612,1334,0.001,4.69,6713
1.0,0.0014238900039345026,920,0.2187224179506302,5,-0.46805135999999997,6633,1342,0.001,4.65,6734
1.0,0.001958393258973956,924,0.2198142260313034,5,-0.4690829200000001,6649,1346,0.001,4.64,6750
1.0,0.002804265357553959,928,0.27740180492401123,5,-0.4609168999999999,6660,1350,0.001,4.57,6761
1.0,0.0010154740884900093,932,0.21735605597496033,5,-0.45770598,6678,1354,0.001,4.53,6779
1.0,0.0029755227733403444,936,0.2360921949148178,4,-0.45457053000000003,6692,1359,0.001,4.48,6793
1.0,0.0016136260237544775,940,0.22819489240646362,4,-0.45145022000000007,6709,1362,0.001,4.48,6810
1.0,0.0019061602652072906,944,0.22367946803569794,4,-0.45650033000000007,6728,1367,0.001,4.51,6829
1.0,0.0021761415991932154,948,0.24650461971759796,4,-0.4570147599999999,6746,1370,0.001,4.5,6847
1.0,0.0021533751860260963,952,0.2998002767562866,4,-0.46154538999999983,6762,1374,0.001,4.53,6863
1.0,0.0036363722756505013,956,0.25940999388694763,4,-0.4549468399999999,6780,1379,0.001,4.53,6881
1.0,0.0023488905280828476,960,0.22257374227046967,4,-0.45972723000000004,6797,1384,0.001,4.56,6898
1.0,0.0015596712473779917,964,0.26138240098953247,4,-0.46362572999999996,6815,1388,0.001,4.59,6916
1.0,0.0012237648479640484,968,0.18473365902900696,4,-0.45329898999999996,6839,1394,0.001,4.38,6940
1.0,0.0013263695873320103,972,0.24789564311504364,4,-0.4588269,6860,1402,0.001,4.4,6961
1.0,0.0016909081023186445,976,0.2114052027463913,4,-0.4502832,6874,1407,0.001,4.34,6975
1.0,0.0024337717331945896,980,0.3143293559551239,4,-0.45590400000000003,6896,1412,0.001,4.37,6997
1.0,0.0019445203943178058,984,0.21420538425445557,4,-0.45816578,6914,1415,0.001,4.35,7015
1.0,0.0017059475649148226,988,0.21086058020591736,4,-0.4698382800000001,6934,1419,0.001,4.42,7035
1.0,0.001434036181308329,992,0.19731609523296356,4,-0.4730092700000001,6954,1422,0.001,4.48,7055
1.0,0.0017718201270326972,996,0.23908928036689758,4,-0.46446799,6968,1424,0.001,4.42,7069
1.0,0.0011971320491284132,1000,0.27165794372558594,4,-0.46694110999999994,6989,1427,0.001,4.44,7090
1.0,0.0013999594375491142,1004,0.2143300622701645,4,-0.46107918999999997,7003,1429,0.001,4.39,7104
1.0,0.0018831770867109299,1008,0.23208315670490265,4,-0.46322586,7023,1434,0.001,4.42,7124
1.0,0.0011654435656964779,1012,0.19683639705181122,4,-0.4674500900000001,7042,1436,0.001,4.47,7143
1.0,0.0017147024627774954,1016,0.23937377333641052,4,-0.46562903999999994,7058,1439,0.001,4.46,7159
1.0,0.0010718832490965724,1020,0.213568314909935,4,-0.45305778000000013,7071,1442,0.001,4.38,7172
1.0,0.0015755422646179795,1024,0.21952591836452484,4,-0.4480842200000001,7086,1445,0.001,4.37,7187
1.0,0.00142899458296597,1028,0.19416576623916626,4,-0.4597752000000001,7106,1449,0.001,4.46,7207
1.0,0.00204665120691061,1032,0.20772597193717957,4,-0.4782714000000001,7153,1456,0.001,4.75,7254
1.0,0.002140649128705263,1036,0.244003027677536,4,-0.47667806,7166,1458,0.001,4.74,7267
1.0,0.0017020144732668996,1040,0.22365251183509827,4,-0.48522495000000004,7187,1460,0.001,4.78,7288
1.0,0.0017110705375671387,1044,0.28811100125312805,4,-0.4806952900000001,7202,1463,0.001,4.74,7303
1.0,0.0013781284214928746,1048,0.21050864458084106,4,-0.47695795,7218,1466,0.001,4.72,7319
1.0,0.0016454573487862945,1052,0.2331664264202118,4,-0.4722851,7231,1468,0.001,4.69,7332
1.0,0.0016556113259866834,1056,0.19587846100330353,4,-0.47002278999999997,7247,1470,0.001,4.67,7348
1.0,0.0015669474378228188,1060,0.21432235836982727,5,-0.46728052999999997,7265,1472,0.001,4.68,7366
1.0,0.0016852981643751264,1064,0.2215791940689087,5,-0.47278757,7287,1475,0.001,4.72,7388
1.0,0.0014273161068558693,1068,0.18182000517845154,5,-0.46813452000000005,7306,1477,0.001,4.67,7407
1.0,0.0012328908778727055,1072,0.17852261662483215,5,-0.46860835,7326,1480,0.001,4.66,7427
1.0,0.0024344157427549362,1076,0.23167595267295837,5,-0.4695537699999999,7339,1482,0.001,4.65,7440
1.0,0.0018198671750724316,1080,0.26501554250717163,5,-0.47100290999999994,7360,1484,0.001,4.64,7461
1.0,0.0014847831334918737,1084,0.20289215445518494,5,-0.4702191899999999,7379,1487,0.001,4.65,7480
1.0,0.001479745376855135,1088,0.23527677357196808,5,-0.47142469000000004,7399,1489,0.001,4.65,7500
1.0,0.0012788858730345964,1092,0.1865275502204895,5,-0.46067034,7409,1490,0.001,4.55,7510
1.0,0.0015883701853454113,1096,0.22436684370040894,5,-0.471255,7430,1494,0.001,4.62,7531
1.0,0.0014140827115625143,1100,0.18831902742385864,5,-0.4615219499999999,7444,1497,0.001,4.55,7545
1.0,0.0012133591808378696,1104,0.22972507774829865,5,-0.46523267999999995,7462,1499,0.001,4.59,7563
1.0,0.0015685586258769035,1108,0.21946148574352264,5,-0.46005645,7479,1502,0.001,4.56,7580
1.0,0.0017138784751296043,1112,0.21273145079612732,5,-0.45653146,7496,1506,0.001,4.54,7597
1.0,0.002253117738291621,1116,0.2274552583694458,5,-0.45799,7512,1508,0.001,4.54,7613
1.0,0.001355815795250237,1120,0.24035392701625824,5,-0.46296443000000004,7527,1511,0.001,4.56,7628
1.0,0.0014845645055174828,1124,0.2503608167171478,5,-0.4675566,7546,1515,0.001,4.6,7647
1.0,0.0013459878973662853,1128,0.19190841913223267,5,-0.47105853000000003,7566,1521,0.001,4.6,7667
1.0,0.0018648153636604548,1132,0.18937450647354126,5,-0.4513715700000001,7580,1525,0.001,4.27,7681
1.0,0.0017427989514544606,1136,0.23099268972873688,5,-0.45781991999999994,7596,1528,0.001,4.3,7697
1.0,0.0013357773423194885,1140,0.2508896589279175,5,-0.45307945000000005,7611,1531,0.001,4.24,7712
1.0,0.001597319613210857,1144,0.2673763632774353,5,-0.45510061,7630,1535,0.001,4.28,7731
1.0,0.0017192858504131436,1148,0.2028651237487793,5,-0.46244729000000007,7649,1539,0.001,4.31,7750
1.0,0.0010027141543105245,1152,0.17021866142749786,5,-0.47381382,7670,1542,0.001,4.39,7771
1.0,0.0014334195293486118,1156,0.2539454698562622,5,-0.47472057,7685,1544,0.001,4.38,7786
1.0,0.0015918221324682236,1160,0.20519961416721344,5,-0.4755492300000001,7702,1547,0.001,4.37,7803
0.99,0.0009835155215114355,1164,0.19498512148857117,5,-0.5107984600000001,7762,1558,0.001,4.75,7863
0.99,0.0011975816451013088,1168,0.21130192279815674,5,-0.50669394,7779,1560,0.001,4.73,7880
0.99,0.001117014791816473,1172,0.2443421185016632,5,-0.5063488199999999,7798,1563,0.001,4.72,7899
0.99,0.001221182756125927,1176,0.20254427194595337,5,-0.5178720200000001,7820,1567,0.001,4.81,7921
0.99,0.001179457874968648,1180,0.1957225501537323,5,-0.5115702400000001,7840,1570,0.001,4.8,7941
0.99,0.001402595080435276,1184,0.21901655197143555,5,-0.5109435400000001,7858,1574,0.001,4.79,7959
0.99,0.0021034092642366886,1188,0.22373127937316895,5,-0.49249081000000006,7867,1575,0.001,4.68,7968
0.99,0.0015931606758385897,1192,0.21870271861553192,5,-0.4918557700000001,7875,1577,0.001,4.66,7976
0.99,0.0031100681517273188,1196,0.18200397491455078,5,-0.48360414999999995,7891,1582,0.001,4.61,7992
0.99,0.0013880443293601274,1200,0.2007872462272644,5,-0.48367178000000005,7904,1584,0.001,4.6,8005
0.99,0.0019376748241484165,1204,0.22280742228031158,5,-0.4742400499999999,7915,1585,0.001,4.53,8016
0.99,0.0012278383364900947,1208,0.20403432846069336,5,-0.48179206,7936,1589,0.001,4.57,8037
0.99,0.0014714408898726106,1212,0.21589422225952148,5,-0.48103661000000003,7951,1591,0.001,4.55,8052
0.99,0.0016813211841508746,1216,0.19603756070137024,5,-0.47723395999999996,7966,1594,0.001,4.54,8067
0.99,0.0023571401834487915,1220,0.22448976337909698,5,-0.47659091000000003,7980,1597,0.001,4.53,8081
0.99,0.001918287482112646,1224,0.2266397774219513,5,-0.4754429699999999,7997,1599,0.001,4.51,8098
0.99,0.0014028027653694153,1228,0.22963303327560425,5,-0.4736428399999999,8017,1602,0.001,4.51,8118
0.99,0.0019437118899077177,1232,0.24542519450187683,5,-0.47039449999999994,8032,1606,0.001,4.52,8133
0.99,0.0013800038723275065,1236,0.27292364835739136,5,-0.4706714699999999,8047,1614,0.001,4.51,8148
0.99,0.0018272449960932136,1240,0.228435680270195,5,-0.47673398,8068,1621,0.001,4.57,8169
0.99,0.0014424743130803108,1244,0.2378266453742981,5,-0.47757883000000007,8084,1629,0.001,4.54,8185
0.99,0.001780986087396741,1248,0.2413162887096405,5,-0.46489249,8096,1636,0.001,4.47,8197
0.99,0.0014767858665436506,1252,0.265259712934494,4,-0.4692513100000001,8117,1655,0.001,4.47,8218
0.99,0.0011329594999551773,1256,0.22161005437374115,4,-0.47077506000000013,8133,1662,0.001,4.48,8234
0.99,0.0014349182602018118,1260,0.20677553117275238,4,-0.46547477,8145,1664,0.001,4.43,8246
1.0,0.002814152278006077,1264,0.1846638172864914,4,-0.42549522,8163,1667,0.001,4.01,8264
1.0,0.0016228226013481617,1268,0.24138978123664856,4,-0.4320851400000001,8183,1672,0.001,4.04,8284
1.0,0.0019058178877457976,1272,0.23721939325332642,4,-0.4223711,8196,1677,0.001,3.98,8297
1.0,0.0015357276424765587,1276,0.19998854398727417,4,-0.41330296,8212,1683,0.001,3.92,8313
1.0,0.0013417219743132591,1280,0.16498324275016785,4,-0.4083522499999999,8228,1686,0.001,3.88,8329
1.0,0.0012913837563246489,1284,0.18062913417816162,4,-0.40414032000000005,8242,1689,0.001,3.84,8343
1.0,0.0015205685049295425,1288,0.2316565364599228,4,-0.41327803999999996,8259,1692,0.001,3.92,8360
1.0,0.0015770255122333765,1292,0.28381675481796265,4,-0.41806746000000006,8271,1695,0.001,3.96,8372
0.99,0.0010961436200886965,1296,0.18681086599826813,4,-0.46196470999999995,8337,1706,0.001,4.46,8438
0.99,0.001583956414833665,1300,0.2602849304676056,4,-0.47516627,8358,1710,0.001,4.54,8459
0.99,0.0019443694036453962,1304,0.2298714518547058,4,-0.4748168899999999,8370,1711,0.001,4.55,8471
0.99,0.0015111261745914817,1308,0.21566392481327057,4,-0.48215684,8393,1718,0.001,4.57,8494
0.99,0.0012934401165693998,1312,0.22758862376213074,4,-0.4827086899999999,8409,1721,0.001,4.58,8510
0.99,0.001094287377782166,1316,0.1867014765739441,4,-0.4933810399999999,8430,1726,0.001,4.64,8531
0.99,0.0017137298127636313,1320,0.22765761613845825,4,-0.4993715099999999,8450,1729,0.001,4.7,8551
0.99,0.0014227762585505843,1324,0.19939899444580078,4,-0.5004998699999998,8473,1734,0.001,4.76,8574
0.99,0.0014415897894650698,1328,0.24144795536994934,4,-0.48830286000000006,8487,1736,0.001,4.7,8588
0.99,0.0010088859125971794,1332,0.16071678698062897,4,-0.49222403,8504,1739,0.001,4.72,8605
0.99,0.001194358104839921,1336,0.22901327908039093,4,-0.4954329800000001,8523,1744,0.001,4.76,8624
0.99,0.0015063032042235136,1340,0.2196567952632904,4,-0.48908577000000003,8540,1750,0.001,4.72,8641
0.99,0.001229692716151476,1344,0.24149078130722046,4,-0.49385759,8563,1755,0.001,4.79,8664
0.99,0.0015135149005800486,1348,0.3349301815032959,4,-0.50061909,8580,1759,0.001,4.84,8681
0.99,0.001701517147012055,1352,0.18860889971256256,4,-0.50083101,8603,1762,0.001,4.86,8704
0.99,0.0012123461347073317,1356,0.19824135303497314,4,-0.5055270799999999,8623,1768,0.001,4.9,8724
0.99,0.001382470945827663,1360,0.21935881674289703,4,-0.51021761,8639,1772,0.001,4.94,8740
0.99,0.0012105857022106647,1364,0.2235264927148819,4,-0.50066369,8652,1775,0.001,4.89,8753
0.99,0.0011373991146683693,1368,0.16721682250499725,4,-0.4930086,8668,1779,0.001,4.85,8769
0.99,0.0011879759840667248,1372,0.1911308914422989,4,-0.50239268,8687,1783,0.001,4.91,8788
0.99,0.0012530067469924688,1376,0.19683369994163513,4,-0.49906909,8702,1786,0.001,4.9,8803
0.99,0.0014832739252597094,1380,0.252972275018692,4,-0.49343590000000004,8713,1789,0.001,4.85,8814
0.99,0.002556757302954793,1384,0.2562751770019531,4,-0.5074626900000001,8736,1796,0.001,4.94,8837
0.99,0.0017248772783204913,1388,0.18425562977790833,4,-0.51688078,8756,1801,0.001,4.97,8857
0.99,0.0019389971857890487,1392,0.17507919669151306,4,-0.53160138,8777,1811,0.001,5.06,8878
1.0,0.00256171403452754,1396,0.17229552567005157,4,-0.49172664000000005,8795,1815,0.001,4.58,8896
1.0,0.0016005458310246468,1400,0.2493942379951477,4,-0.4735286000000001,8805,1819,0.001,4.47,8906
1.0,0.001265586819499731,1404,0.21279634535312653,4,-0.49265777000000005,8833,1824,0.001,4.63,8934
1.0,0.0019255063962191343,1408,0.21898970007896423,4,-0.47901501999999996,8851,1829,0.001,4.58,8952
1.0,0.0012026575859636068,1412,0.2036581188440323,4,-0.48117038,8867,1833,0.001,4.58,8968
1.0,0.0014172616647556424,1416,0.22988960146903992,4,-0.47433170999999985,8883,1838,0.001,4.53,8984
1.0,0.0013106155674904585,1420,0.20718765258789062,4,-0.4734122199999999,8904,1842,0.001,4.54,9005
1.0,0.001075590611435473,1424,0.17376898229122162,4,-0.46809869999999987,8920,1846,0.001,4.47,9021
1.0,0.0017519892426207662,1428,0.23499803245067596,4,-0.47736835,8940,1850,0.001,4.53,9041
1.0,0.0017385531682521105,1432,0.19211049377918243,4,-0.47184199,8954,1855,0.001,4.5,9055
1.0,0.0016554677858948708,1436,0.17518584430217743,4,-0.46925724,8971,1857,0.001,4.48,9072
1.0,0.0015485715121030807,1440,0.22979778051376343,4,-0.46499429999999997,8984,1859,0.001,4.44,9085
1.0,0.0011843969114124775,1444,0.21076703071594238,4,-0.45548271,9001,1866,0.001,4.38,9102
1.0,0.0013011058326810598,1448,0.19054681062698364,4,-0.46261758000000003,9024,1883,0.001,4.44,9125
1.0,0.0013944347156211734,1452,0.19731059670448303,4,-0.44806853000000013,9038,1887,0.001,4.35,9139
1.0,0.0017715450376272202,1456,0.20479413866996765,4,-0.43441173,9049,1890,0.001,4.26,9150
1.0,0.001303221913985908,1460,0.21122436225414276,4,-0.43317775999999986,9064,1895,0.001,4.25,9165
1.0,0.0015525314956903458,1464,0.1739235818386078,4,-0.43754618999999983,9079,1899,0.001,4.27,9180
1.0,0.0014175185933709145,1468,0.22827701270580292,4,-0.44451517,9098,1904,0.001,4.3,9199
1.0,0.00108735216781497,1472,0.22647759318351746,4,-0.43577701,9113,1907,0.001,4.26,9214
1.0,0.0031463615596294403,1476,0.2217395305633545,4,-0.4393420099999999,9129,1910,0.001,4.27,9230
1.0,0.001984524540603161,1480,0.16345493495464325,4,-0.4480526,9146,1912,0.001,4.33,9247
1.0,0.0011278381571173668,1484,0.19577781856060028,4,-0.43345945,9162,1915,0.001,4.26,9263
1.0,0.0015016956022009254,1488,0.26201149821281433,4,-0.42695885000000006,9179,1918,0.001,4.23,9280
1.0,0.0017556761158630252,1492,0.1882636547088623,4,-0.42452565999999997,9199,1922,0.001,4.22,9300
1.0,0.0015386366285383701,1496,0.20617827773094177,4,-0.41401150999999997,9209,1924,0.001,4.14,9310
1.0,0.001044762204401195,1500,0.23877185583114624,4,-0.4290591299999999,9230,1927,0.001,4.25,9331
1.0,0.00132461404427886,1504,0.19074684381484985,4,-0.42293308999999996,9248,1930,0.001,4.15,9349
1.0,0.002460985444486141,1508,0.22285696864128113,4,-0.43211926999999994,9268,1933,0.001,4.17,9369
1.0,0.0017955922521650791,1512,0.1823359727859497,4,-0.4413383700000001,9289,1938,0.001,4.22,9390
1.0,0.0012348946183919907,1516,0.17728376388549805,4,-0.44481275000000003,9310,1940,0.001,4.27,9411
1.0,0.0015987924998626113,1520,0.23239204287528992,4,-0.44012009999999996,9327,1945,0.001,4.23,9428
1.0,0.0013698006514459848,1524,0.33657515048980713,4,-0.44598369,9344,1947,0.001,4.24,9445
1.0,0.0016409403178840876,1528,0.20666639506816864,4,-0.4495935800000001,9365,1952,0.001,4.25,9466
1.0,0.0015033453237265348,1532,0.21099478006362915,4,-0.45940258,9382,1955,0.001,4.28,9483
1.0,0.0014323703944683075,1536,0.14577656984329224,4,-0.46102245,9404,1959,0.001,4.33,9505
1.0,0.0016781133599579334,1540,0.23327700793743134,4,-0.45549495000000007,9416,1961,0.001,4.32,9517
1.0,0.0020722413901239634,1544,0.24375422298908234,4,-0.45822857,9432,1963,0.001,4.31,9533
1.0,0.0012177203316241503,1548,0.18692538142204285,4,-0.45490696999999997,9450,1967,0.001,4.26,9551
1.0,0.0011660181917250156,1552,0.20530851185321808,4,-0.45693859,9465,1969,0.001,4.27,9566
1.0,0.0034794930834323168,1556,0.22130103409290314,4,-0.45868027000000006,9477,1971,0.001,4.28,9578
1.0,0.0012275438057258725,1560,0.1956295371055603,4,-0.46722643999999997,9498,1975,0.001,4.34,9599
1.0,0.0011506670853123069,1564,0.15939363837242126,4,-0.46548554000000003,9512,1977,0.001,4.33,9613
1.0,0.002124431077390909,1568,0.19069232046604156,4,-0.47115685999999996,9533,1980,0.001,4.35,9634
1.0,0.001780621474608779,1572,0.15701201558113098,4,-0.4671436,9545,1983,0.001,4.32,9646
1.0,0.001327224774286151,1576,0.20347794890403748,4,-0.4723396100000001,9563,1987,0.001,4.34,9664
1.0,0.0015376787632703781,1580,0.2048913836479187,4,-0.4748507799999999,9582,1993,0.001,4.36,9683
1.0,0.0010484084486961365,1584,0.23551566898822784,4,-0.4749096300000001,9597,1997,0.001,4.35,9698
1.0,0.0013493698788806796,1588,0.1986813247203827,4,-0.47852441999999995,9617,2001,0.001,4.38,9718
1.0,0.0013160675298422575,1592,0.2000109702348709,4,-0.46903733,9633,2003,0.001,4.34,9734
1.0,0.0011682342737913132,1596,0.20894773304462433,4,-0.48321256999999995,9653,2006,0.001,4.44,9754
1.0,0.001675392035394907,1600,0.18161503970623016,4,-0.47136317999999994,9665,2008,0.001,4.35,9766
1.0,0.001201898092404008,1604,0.219938725233078,4,-0.4632276699999999,9679,2009,0.001,4.31,9780
1.0,0.00216665375046432,1608,0.20765221118927002,4,-0.4581198800000001,9700,2012,0.001,4.32,9801
1.0,0.0017665448831394315,1612,0.22752994298934937,4,-0.44410908000000004,9715,2014,0.001,4.26,9816
1.0,0.0012799508403986692,1616,0.20090311765670776,4,-0.4357986600000001,9729,2016,0.001,4.19,9830
1.0,0.0016363871982321143,1620,0.21724525094032288,4,-0.44083217999999996,9752,2020,0.001,4.25,9853
1.0,0.0010788460494950414,1624,0.16213417053222656,4,-0.43783052,9770,2026,0.001,4.26,9871
1.0,0.0012086922070011497,1628,0.1765352487564087,4,-0.43880392,9795,2029,0.001,4.3,9896
1.0,0.004838224966078997,1632,0.2227645218372345,4,-0.43743340000000003,9812,2031,0.001,4.3,9913
1.0,0.0023115980438888073,1636,0.20048008859157562,4,-0.42873846,9826,2033,0.001,4.22,9927
1.0,0.001613187720067799,1640,0.1920432448387146,4,-0.4401693100000001,9845,2036,0.001,4.29,9946
1.0,0.0010111217852681875,1644,0.18239031732082367,4,-0.43876565,9862,2038,0.001,4.3,9963
1.0,0.0014200415462255478,1648,0.18042640388011932,4,-0.44649376000000013,9883,2041,0.001,4.33,9984
1.0,0.001986919902265072,1652,0.19824565947055817,4,-0.4452530900000001,9899,2043,0.001,4.34,10000
