train/learning_rate,time/total_timesteps,time/episodes,time/fps,rollout/success_rate,train/critic_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss
0.001,6072,876,4,1.0,0.0011921414406970143,5971,4.33,-0.44264595999999995,1392,0.21767650544643402
0.001,6089,880,4,1.0,0.0013882945058867335,5988,4.31,-0.44057437,1396,0.16984981298446655
0.001,6107,884,4,1.0,0.001339955604635179,6006,4.34,-0.4459280799999999,1399,0.1756718009710312
0.001,6123,888,4,1.0,0.00175236735958606,6022,4.37,-0.45182244,1403,0.2189948707818985
0.001,6139,892,4,1.0,0.0013526249676942825,6038,4.3,-0.43855667000000004,1407,0.16918455064296722
0.001,6156,896,4,1.0,0.0013895429437980056,6055,4.3,-0.4346953200000001,1411,0.1895723193883896
0.001,6171,900,4,1.0,0.0011190505465492606,6070,4.23,-0.4239533100000001,1414,0.14399662613868713
0.001,6187,904,4,1.0,0.0010153497569262981,6086,4.25,-0.42579648999999997,1418,0.189651757478714
0.001,6200,908,4,1.0,0.0015314286574721336,6099,4.22,-0.42405153,1421,0.19073989987373352
0.001,6218,912,4,1.0,0.0018612525891512632,6117,4.3,-0.43779631,1425,0.19306272268295288
0.001,6230,916,4,1.0,0.001372008235193789,6129,4.23,-0.43065013,1428,0.1804797500371933
0.001,6249,920,4,1.0,0.0016049835830926895,6148,4.22,-0.43137978,1434,0.1605611890554428
0.001,6267,924,4,1.0,0.0013040679041296244,6166,4.06,-0.41424412,1437,0.20210792124271393
0.001,6285,928,4,1.0,0.001150934025645256,6184,4.01,-0.40765667,1439,0.17362496256828308
0.001,6303,932,4,1.0,0.0011430527083575726,6202,4.05,-0.41369003000000004,1444,0.1759422868490219
0.001,6322,936,4,1.0,0.0011479425011202693,6221,4.1,-0.41809601,1447,0.1776800900697708
0.001,6354,940,4,1.0,0.001046391436830163,6253,4.23,-0.43060851000000006,1454,0.17494848370552063
0.001,6385,944,4,1.0,0.0008463567937724292,6284,4.42,-0.44883235,1461,0.16822439432144165
0.001,6400,948,4,1.0,0.0013870415277779102,6299,4.31,-0.43724428,1464,0.15635257959365845
0.001,6416,952,4,1.0,0.0009988162200897932,6315,4.28,-0.43228004999999997,1470,0.1956561654806137
0.001,6437,956,4,1.0,0.0009656344191171229,6336,4.35,-0.4430270800000001,1477,0.15799188613891602
0.001,6449,960,4,1.0,0.0011958058457821608,6348,4.34,-0.44158976000000005,1480,0.20456565916538239
0.001,6466,964,4,1.0,0.0022820509038865566,6365,4.36,-0.4423129599999999,1484,0.18184202909469604
0.001,6479,968,4,1.0,0.002061045728623867,6378,4.38,-0.44656406000000004,1486,0.21217502653598785
0.001,6497,972,4,1.0,0.0013713808730244637,6396,4.41,-0.44993655000000005,1488,0.18382702767848969
0.001,6510,976,4,1.0,0.0011403202079236507,6409,4.38,-0.4456861,1491,0.22319941222667694
0.001,6525,980,4,1.0,0.0011841155355796218,6424,4.36,-0.44147445999999996,1493,0.2035791128873825
0.001,6543,984,4,1.0,0.0012959848390892148,6442,4.36,-0.44250229,1496,0.16834020614624023
0.001,6559,988,4,1.0,0.0011534466175362468,6458,4.36,-0.43962365,1500,0.20634645223617554
0.001,6574,992,4,1.0,0.0011175430845469236,6473,4.35,-0.43813964,1504,0.18181069195270538
0.001,6590,996,4,1.0,0.000980313983745873,6489,4.34,-0.43796280000000004,1508,0.1728757619857788
0.001,6604,1000,4,1.0,0.0009598244214430451,6503,4.33,-0.43942687999999996,1512,0.21909520030021667
0.001,6625,1004,4,1.0,0.001338447560556233,6524,4.38,-0.44811966999999997,1515,0.1757436990737915
0.001,6688,1008,4,0.99,0.0008401890518143773,6587,4.88,-0.48451515,1535,0.178299680352211
0.001,6706,1012,4,0.99,0.0010505110258236527,6605,4.88,-0.48568948999999995,1538,0.1653270572423935
0.001,6724,1016,4,0.99,0.0011111986823379993,6623,4.94,-0.4912567100000001,1542,0.15290376543998718
0.001,6741,1020,4,0.99,0.0014688262017443776,6640,4.92,-0.48598028,1549,0.23137995600700378
0.001,6759,1024,4,0.99,0.001192075782455504,6658,4.92,-0.48626289,1554,0.16093426942825317
0.001,6778,1028,4,0.99,0.0009723284747451544,6677,4.93,-0.48255757999999993,1559,0.17125427722930908
0.001,6788,1032,4,0.99,0.0010739888530224562,6687,4.85,-0.4729003599999999,1562,0.2026873379945755
0.001,6807,1036,4,0.99,0.0014923018170520663,6706,4.85,-0.47166174999999994,1567,0.2097412496805191
0.001,6824,1040,4,0.99,0.0013193623162806034,6723,4.7,-0.45799691000000003,1572,0.1419912874698639
0.001,6844,1044,4,0.99,0.001360071124508977,6743,4.59,-0.45036615,1576,0.19134458899497986
0.001,6861,1048,4,0.99,0.0012340096291154623,6760,4.61,-0.45443776,1580,0.17730814218521118
0.001,6875,1052,4,0.99,0.0010614547645673156,6774,4.59,-0.45218160999999996,1582,0.1665426641702652
0.001,6889,1056,4,0.99,0.0012281625531613827,6788,4.52,-0.44136490999999994,1588,0.1814616322517395
0.001,6902,1060,4,0.99,0.0013820610474795103,6801,4.53,-0.44506505,1591,0.20401716232299805
0.001,6915,1064,4,0.99,0.0011713291751220822,6814,4.49,-0.44257793,1594,0.15510591864585876
0.001,6929,1068,4,0.99,0.0012758058728650212,6828,4.5,-0.4426808099999999,1596,0.17984478175640106
0.001,6951,1072,4,0.99,0.0008800852810963988,6850,4.54,-0.45282446,1602,0.14938020706176758
0.001,6965,1076,4,0.99,0.0009743985719978809,6864,4.55,-0.45672993999999995,1604,0.1737353503704071
0.001,6987,1080,4,0.99,0.0011338721960783005,6886,4.62,-0.4701902499999999,1614,0.1460174173116684
0.001,7004,1084,4,0.99,0.0011244246270507574,6903,4.61,-0.4668988799999999,1617,0.15287451446056366
0.001,7019,1088,4,0.99,0.0009593795984983444,6918,4.6,-0.46699142999999993,1619,0.17918364703655243
0.001,7034,1092,4,0.99,0.0012431202922016382,6933,4.6,-0.4684372499999999,1621,0.19811971485614777
0.001,7048,1096,4,0.99,0.0010814245324581861,6947,4.58,-0.46309042999999994,1624,0.191890686750412
0.001,7060,1100,4,0.99,0.0012108938535675406,6959,4.56,-0.46016455,1627,0.17264898121356964
0.001,7083,1104,4,0.99,0.0013312804512679577,6982,4.58,-0.46364422000000005,1632,0.18479609489440918
0.001,7104,1108,4,1.0,0.0014294350985437632,7003,4.16,-0.44220101000000006,1636,0.2084956169128418
0.001,7119,1112,4,1.0,0.0013375788694247603,7018,4.13,-0.43801055,1638,0.21682153642177582
0.001,7143,1116,4,1.0,0.0011327319080010056,7042,4.19,-0.4466135200000001,1642,0.17523370683193207
0.001,7163,1120,4,1.0,0.0016917639877647161,7062,4.22,-0.44761690000000004,1645,0.20808544754981995
0.001,7182,1124,4,1.0,0.0013106055557727814,7081,4.23,-0.44948646,1648,0.2509578764438629
0.001,7204,1128,4,1.0,0.001322322292253375,7103,4.26,-0.45475732999999996,1654,0.16502082347869873
0.001,7222,1132,4,1.0,0.0013589453883469105,7121,4.34,-0.46866150000000006,1657,0.17790821194648743
0.001,7242,1136,4,1.0,0.0015638304175809026,7141,4.35,-0.47612911,1660,0.2205601930618286
0.001,7264,1140,4,1.0,0.0012662166263908148,7163,4.4,-0.48690971999999993,1666,0.15676560997962952
0.001,7286,1144,4,1.0,0.0011784693924710155,7185,4.42,-0.48656688000000003,1670,0.2018909603357315
0.001,7302,1148,4,1.0,0.0009543398045934737,7201,4.41,-0.48057991,1674,0.16250748932361603
0.001,7313,1152,4,1.0,0.0012466502375900745,7212,4.38,-0.47417116,1677,0.170737162232399
0.001,7330,1156,4,1.0,0.0014275454450398684,7229,4.41,-0.47889068,1681,0.1427733302116394
0.001,7347,1160,4,1.0,0.001473558833822608,7246,4.45,-0.48494782999999997,1685,0.1805465668439865
0.001,7363,1164,4,1.0,0.0014148312620818615,7262,4.48,-0.4864360399999999,1689,0.15389390289783478
0.001,7382,1168,4,1.0,0.0010367620270699263,7281,4.53,-0.49630507,1694,0.20647665858268738
0.001,7394,1172,4,1.0,0.001013773726299405,7293,4.43,-0.47669217,1700,0.17436392605304718
0.001,7414,1176,4,1.0,0.0012266854755580425,7313,4.49,-0.48864061000000014,1710,0.1818373203277588
0.001,7433,1180,4,1.0,0.001481679966673255,7332,4.46,-0.48393076000000007,1716,0.20328272879123688
0.001,7450,1184,4,1.0,0.0012709100265055895,7349,4.46,-0.48976881000000005,1722,0.17163434624671936
0.001,7467,1188,4,1.0,0.0014347881078720093,7366,4.48,-0.49207859000000004,1727,0.2051514983177185
0.001,7478,1192,4,1.0,0.0011921040713787079,7377,4.44,-0.48441740999999994,1728,0.15247350931167603
0.001,7495,1196,4,1.0,0.0015730040613561869,7394,4.47,-0.4917381,1732,0.1973572075366974
0.001,7513,1200,4,1.0,0.0015316724311560392,7412,4.53,-0.50471099,1736,0.18486341834068298
0.001,7535,1204,4,1.0,0.001143749337643385,7434,4.52,-0.5044791800000001,1740,0.19898268580436707
0.001,7548,1208,4,1.0,0.001533066388219595,7447,4.44,-0.4890028,1744,0.14392662048339844
0.001,7563,1212,4,1.0,0.0010928031988441944,7462,4.44,-0.48592479,1747,0.17625460028648376
0.001,7583,1216,4,1.0,0.0013322968734428287,7482,4.4,-0.4814442100000001,1749,0.18185065686702728
0.001,7594,1220,4,1.0,0.0011462683323770761,7493,4.31,-0.47285254000000004,1753,0.166347935795784
0.001,7619,1224,4,1.0,0.0011323192156851292,7518,4.37,-0.4815236599999999,1758,0.18200501799583435
0.001,7637,1228,4,1.0,0.0018001184798777103,7536,4.33,-0.47476119000000006,1762,0.23703312873840332
0.001,7653,1232,4,1.0,0.0012326652649790049,7552,4.31,-0.46735720000000003,1765,0.19707229733467102
0.001,7676,1236,4,1.0,0.0010177257936447859,7575,4.34,-0.46558093999999994,1770,0.1573038250207901
0.001,7696,1240,4,1.0,0.0009780656546354294,7595,4.32,-0.4606818,1773,0.16873204708099365
0.001,7708,1244,4,1.0,0.0010357415303587914,7607,4.22,-0.45115611,1774,0.16731244325637817
0.001,7728,1248,4,1.0,0.0009998970199376345,7627,4.26,-0.45631756,1779,0.16488103568553925
0.001,7743,1252,4,1.0,0.0012561918701976538,7642,4.3,-0.46494694,1783,0.1957673579454422
0.001,7762,1256,4,1.0,0.0014224523911252618,7661,4.32,-0.46260460999999997,1787,0.19664138555526733
0.001,7785,1260,4,1.0,0.001079895650036633,7684,4.38,-0.4677740799999999,1792,0.19725941121578217
0.001,7806,1264,4,1.0,0.0009189309785142541,7705,4.43,-0.47670303999999997,1796,0.1790676862001419
0.001,7821,1268,4,1.0,0.0012313064653426409,7720,4.39,-0.46782326999999996,1798,0.17721424996852875
0.001,7839,1272,4,1.0,0.001192015828564763,7738,4.45,-0.47403917999999995,1803,0.18290527164936066
0.001,7850,1276,4,1.0,0.0009986856020987034,7749,4.36,-0.45785323000000006,1806,0.15831533074378967
0.001,7880,1280,4,1.0,0.0009211450233124197,7779,4.47,-0.46178394999999994,1811,0.16364452242851257
0.001,7898,1284,4,1.0,0.001297864830121398,7797,4.48,-0.45482353,1815,0.18777570128440857
0.001,7912,1288,4,1.0,0.00102123967371881,7811,4.45,-0.45265774000000003,1817,0.17608800530433655
0.001,7931,1292,4,1.0,0.001505326246842742,7830,4.53,-0.46559894999999996,1820,0.18268968164920807
0.001,7950,1296,4,1.0,0.001375701860524714,7849,4.55,-0.46671009999999996,1825,0.2007136046886444
0.001,7966,1300,4,1.0,0.001610822044312954,7865,4.53,-0.45726504000000007,1830,0.15777264535427094
0.001,7982,1304,4,1.0,0.0011511137709021568,7881,4.47,-0.4462450300000001,1833,0.191185861825943
0.001,7999,1308,4,1.0,0.0011204280890524387,7898,4.51,-0.4551958199999999,1838,0.18287907540798187
0.001,8013,1312,4,1.0,0.0015357984229922295,7912,4.5,-0.45444956999999997,1844,0.17233644425868988
0.001,8030,1316,4,1.0,0.0011384187964722514,7929,4.47,-0.44721897999999993,1846,0.19985200464725494
0.001,8048,1320,4,1.0,0.0010314506944268942,7947,4.54,-0.45359833999999993,1849,0.157303586602211
0.001,8058,1324,4,1.0,0.001017087372019887,7957,4.39,-0.43034701,1851,0.18369010090827942
0.001,8076,1328,4,1.0,0.000995878828689456,7975,4.39,-0.43781217999999994,1857,0.16559059917926788
0.001,8090,1332,4,1.0,0.001222793711349368,7989,4.37,-0.43436727,1860,0.17995259165763855
0.001,8103,1336,4,1.0,0.0012544397031888366,8002,4.27,-0.42367358000000005,1863,0.18568181991577148
0.001,8122,1340,4,1.0,0.0011704267235472798,8021,4.26,-0.42109009000000003,1867,0.15897932648658752
0.001,8139,1344,4,1.0,0.0014031619066372514,8038,4.31,-0.42823051000000006,1871,0.18978089094161987
0.001,8152,1348,4,1.0,0.0010861419141292572,8051,4.24,-0.4203539499999999,1874,0.16757316887378693
0.001,8172,1352,4,1.0,0.0012275241315364838,8071,4.29,-0.4312222899999999,1877,0.14620433747768402
0.001,8193,1356,4,1.0,0.0014987890608608723,8092,4.31,-0.43782472000000006,1879,0.18033713102340698
0.001,8211,1360,4,1.0,0.0010867411037907004,8110,4.26,-0.43353734000000005,1883,0.15940599143505096
0.001,8227,1364,4,1.0,0.0009568347013555467,8126,4.21,-0.42548022999999996,1886,0.16915297508239746
0.001,8247,1368,4,1.0,0.0010174743365496397,8146,4.26,-0.43676103,1891,0.18513432145118713
0.001,8265,1372,4,1.0,0.0015109940432012081,8164,4.26,-0.43814511,1897,0.18909339606761932
0.001,8284,1376,4,1.0,0.001712676603347063,8183,4.34,-0.44845065999999995,1902,0.19535407423973083
0.001,8302,1380,4,1.0,0.001273132860660553,8201,4.22,-0.43950432,1906,0.19819986820220947
0.001,8322,1384,4,1.0,0.0012451405636966228,8221,4.24,-0.45036383999999996,1913,0.1395276039838791
0.001,8340,1388,4,1.0,0.0011892683105543256,8239,4.28,-0.45523355000000004,1918,0.19156569242477417
0.001,8357,1392,4,1.0,0.0015829593176022172,8256,4.26,-0.4540973000000001,1926,0.16961245238780975
0.001,8371,1396,4,1.0,0.0012679224601015449,8270,4.21,-0.44906923,1931,0.2362229824066162
0.001,8383,1400,4,1.0,0.0011449605226516724,8282,4.17,-0.44459303000000006,1936,0.17205289006233215
0.001,8405,1404,4,1.0,0.001016068272292614,8304,4.23,-0.4531250399999999,1941,0.2011360228061676
0.001,8423,1408,4,1.0,0.0011670480016618967,8322,4.24,-0.4492463599999999,1944,0.20749588310718536
0.001,8440,1412,4,1.0,0.0009108439553529024,8339,4.27,-0.45110521,1948,0.1728527694940567
0.001,8459,1416,4,1.0,0.0015062796883285046,8358,4.29,-0.45855519,1952,0.15740667283535004
0.001,8525,1420,4,0.99,0.0010345205664634705,8424,4.77,-0.4935988100000001,1966,0.1525670439004898
0.001,8537,1424,4,0.99,0.0013558650389313698,8436,4.79,-0.49547831000000003,1970,0.17225688695907593
0.001,8556,1428,4,0.99,0.0009799731196835637,8455,4.8,-0.49333911,1974,0.1712290346622467
0.001,8571,1432,4,0.99,0.0008960958220995963,8470,4.81,-0.49276855999999997,1976,0.13685637712478638
0.001,8586,1436,4,0.99,0.0009658217895776033,8485,4.83,-0.49507039999999997,1979,0.19295887649059296
0.001,8604,1440,4,0.99,0.0011035038623958826,8503,4.82,-0.49732291999999995,1982,0.19153043627738953
0.001,8626,1444,4,0.99,0.0013652072520926595,8525,4.87,-0.50494267,1985,0.15495328605175018
0.001,8647,1448,4,0.99,0.0010243962751701474,8546,4.95,-0.5152977899999999,1988,0.15213888883590698
0.001,8667,1452,4,0.99,0.0008450080640614033,8566,4.95,-0.51317044,1990,0.1750868558883667
0.001,8677,1456,4,0.99,0.0009485975024290383,8576,4.84,-0.49945093,1992,0.1624106466770172
0.001,8692,1460,4,0.99,0.0017248860094696283,8591,4.81,-0.49615620000000005,1994,0.17978928983211517
0.001,8710,1464,4,0.99,0.0010541081428527832,8609,4.83,-0.5019967500000001,1997,0.1750767081975937
0.001,8732,1468,4,0.99,0.0011272511910647154,8631,4.85,-0.4991810199999999,2000,0.19052483141422272
0.001,8743,1472,4,0.99,0.0011767013929784298,8642,4.78,-0.49028267999999997,2003,0.1544870138168335
0.001,8800,1476,4,0.99,0.0009360685362480581,8699,5.16,-0.5096918500000001,2017,0.13624122738838196
0.001,8816,1480,4,0.99,0.0010756334522739053,8715,5.14,-0.5083737100000001,2022,0.16906893253326416
0.001,8829,1484,4,0.99,0.002173421438783407,8728,5.07,-0.4945732300000001,2024,0.19642667472362518
0.001,8839,1488,4,0.99,0.0011148853227496147,8738,4.99,-0.48336566999999997,2027,0.15231333673000336
0.001,8856,1492,4,0.99,0.001239496748894453,8755,4.99,-0.4815286599999999,2031,0.1630338430404663
0.001,8867,1496,4,0.99,0.0013522680383175611,8766,4.96,-0.47536475999999994,2033,0.17539474368095398
0.001,8883,1500,4,0.99,0.002224092837423086,8782,5.0,-0.48234723,2038,0.1834675818681717
0.001,8901,1504,4,0.99,0.0010828357189893723,8800,4.96,-0.47423453000000004,2041,0.17912116646766663
0.001,8915,1508,4,0.99,0.0010031101992353797,8814,4.92,-0.47245439,2043,0.14398406445980072
0.001,8930,1512,4,0.99,0.0009350262116640806,8829,4.9,-0.47434845,2046,0.15835508704185486
0.001,8950,1516,4,0.99,0.0010748922359198332,8849,4.91,-0.47622742999999984,2049,0.16508430242538452
0.001,8966,1520,4,1.0,0.0011312818387523293,8865,4.41,-0.4401494899999999,2052,0.16516482830047607
0.001,8989,1524,4,1.0,0.001038282411172986,8888,4.52,-0.46422691,2056,0.16761399805545807
0.001,9009,1528,4,1.0,0.0009928650688380003,8908,4.53,-0.46317743,2059,0.19231247901916504
0.001,9022,1532,4,1.0,0.0015806846786290407,8921,4.51,-0.4625428800000001,2061,0.16662009060382843
0.001,9040,1536,4,1.0,0.0013218491803854704,8939,4.54,-0.4679855599999999,2064,0.18450070917606354
0.001,9055,1540,4,1.0,0.0015895005781203508,8954,4.51,-0.46053216999999996,2066,0.17075663805007935
0.001,9073,1544,4,1.0,0.0009585719672031701,8972,4.47,-0.45473571000000007,2069,0.16400329768657684
0.001,9088,1548,4,1.0,0.002822462935000658,8987,4.41,-0.4459099299999999,2071,0.17518292367458344
0.001,9109,1552,4,1.0,0.0009515469428151846,9008,4.42,-0.4429031599999999,2074,0.14424440264701843
0.001,9128,1556,4,1.0,0.0011478083906695247,9027,4.51,-0.45788536999999996,2078,0.17679256200790405
0.001,9145,1560,4,1.0,0.001059897942468524,9044,4.53,-0.45986161000000003,2082,0.15071257948875427
0.001,9161,1564,4,1.0,0.0011222742032259703,9060,4.51,-0.45546666,2086,0.17127259075641632
0.001,9178,1568,4,1.0,0.0012586205266416073,9077,4.46,-0.45044167,2090,0.16904811561107635
0.001,9196,1572,4,1.0,0.0010160881793126464,9095,4.53,-0.45765961,2093,0.1989755779504776
0.001,9213,1576,4,1.0,0.0010356649290770292,9112,4.13,-0.43433416,2096,0.14648902416229248
0.001,9280,1580,4,0.99,0.0011665676720440388,9179,4.64,-0.47258295000000006,2112,0.1768520176410675
0.001,9297,1584,4,0.99,0.001088588498532772,9196,4.68,-0.47917897000000004,2116,0.193558007478714
0.001,9317,1588,4,0.99,0.0013959640637040138,9216,4.78,-0.49183058,2120,0.16930663585662842
0.001,9336,1592,4,0.99,0.0008985825115814805,9235,4.8,-0.49361951000000004,2125,0.18088674545288086
0.001,9350,1596,4,0.99,0.0009395249653607607,9249,4.83,-0.50306036,2129,0.2055594027042389
0.001,9367,1600,4,0.99,0.000818488304503262,9266,4.84,-0.50368221,2132,0.15131080150604248
0.001,9382,1604,4,0.99,0.0010660949628800154,9281,4.81,-0.5024583800000001,2135,0.2070077359676361
0.001,9394,1608,4,0.99,0.0011452266480773687,9293,4.79,-0.4966540800000001,2141,0.19558154046535492
0.001,9407,1612,4,0.99,0.0036490359343588352,9306,4.77,-0.4907191,2146,0.20256532728672028
0.001,9423,1616,4,0.99,0.001360875554382801,9322,4.73,-0.48104978,2152,0.20890800654888153
0.001,9437,1620,4,0.99,0.002527205739170313,9336,4.71,-0.47725823,2157,0.225381001830101
0.001,9457,1624,4,0.99,0.001309376209974289,9356,4.68,-0.46965325,2160,0.16812250018119812
0.001,9479,1628,4,0.99,0.0013060306664556265,9378,4.7,-0.47265643999999996,2164,0.17526976764202118
0.001,9500,1632,4,0.99,0.0018205326050519943,9399,4.78,-0.48793464999999997,2167,0.13584554195404053
0.001,9511,1636,4,0.99,0.0009460533037781715,9410,4.71,-0.47785983000000004,2175,0.1681872457265854
0.001,9529,1640,4,0.99,0.0010225961450487375,9428,4.74,-0.48065431000000003,2181,0.15372224152088165
0.001,9544,1644,4,0.99,0.0010543763637542725,9443,4.71,-0.47710073000000003,2183,0.17790918052196503
0.001,9561,1648,4,0.99,0.0010390834650024772,9460,4.73,-0.48028262,2186,0.18624921143054962
0.001,9579,1652,4,0.99,0.001136002829298377,9478,4.7,-0.4754377,2188,0.16628842055797577
0.001,9596,1656,4,0.99,0.0007351798703894019,9495,4.68,-0.46926840999999997,2191,0.16904959082603455
0.001,9609,1660,4,0.99,0.0011226539500057697,9508,4.64,-0.46274985,2193,0.17615489661693573
0.001,9624,1664,4,0.99,0.0012186486274003983,9523,4.63,-0.46160986000000004,2195,0.20257826149463654
0.001,9639,1668,4,0.99,0.0009593467693775892,9538,4.61,-0.4612865200000001,2198,0.15475994348526
0.001,9657,1672,4,0.99,0.0009851722279563546,9556,4.61,-0.4659043200000001,2200,0.14152517914772034
0.001,9672,1676,4,0.99,0.0012335570063441992,9571,4.59,-0.46209775999999997,2202,0.18024562299251556
0.001,9689,1680,4,1.0,0.0013037561438977718,9588,4.09,-0.42613277000000005,2206,0.19510385394096375
0.001,9704,1684,4,1.0,0.0011575337266549468,9603,4.07,-0.42244685,2209,0.15353931486606598
0.001,9717,1688,4,1.0,0.0008726655505597591,9616,4.0,-0.4116812899999999,2211,0.14944930374622345
0.001,9729,1692,4,1.0,0.0009961954783648252,9628,3.93,-0.40362138000000003,2213,0.1841694861650467
0.001,9747,1696,4,1.0,0.0013168570585548878,9646,3.97,-0.40014117000000005,2218,0.17697381973266602
0.001,9768,1700,4,1.0,0.001216615317389369,9667,4.01,-0.40390335000000005,2223,0.1612357497215271
0.001,9786,1704,4,1.0,0.0010936891194432974,9685,4.04,-0.41031747,2229,0.129052072763443
0.001,9806,1708,4,1.0,0.001005436759442091,9705,4.12,-0.42234721000000003,2234,0.17053109407424927
0.001,9824,1712,4,1.0,0.0010077838087454438,9723,4.17,-0.43381133000000005,2237,0.16717985272407532
0.001,9842,1716,4,1.0,0.0009593911818228662,9741,4.19,-0.43648525,2241,0.1853913813829422
0.001,9861,1720,4,1.0,0.0009798103710636497,9760,4.24,-0.44611374000000004,2247,0.17106221616268158
0.001,9877,1724,4,1.0,0.0012870773207396269,9776,4.2,-0.4388814499999999,2252,0.2053864598274231
0.001,9892,1728,4,1.0,0.001032751752063632,9791,4.13,-0.43111892999999996,2256,0.15359695255756378
0.001,9909,1732,4,1.0,0.001142451772466302,9808,4.09,-0.42425465999999995,2258,0.15679240226745605
0.001,9924,1736,4,1.0,0.0010118368081748486,9823,4.13,-0.43092976,2261,0.16049163043498993
0.001,9937,1740,4,1.0,0.0011057753581553698,9836,4.08,-0.42710979000000004,2264,0.17337282001972198
0.001,9959,1744,4,1.0,0.0011590837966650724,9858,4.15,-0.4322259400000001,2268,0.19242532551288605
0.001,9983,1748,4,1.0,0.0012360243126749992,9882,4.22,-0.44156056000000005,2273,0.18894709646701813
